,true_step1,true_step2,true_step3,true_step4,true_step5,true_step6,true_step7,true_step8,true_step9,true_step10,true_step11,true_step12,pred_step1,pred_step2,pred_step3,pred_step4,pred_step5,pred_step6,pred_step7,pred_step8,pred_step9,pred_step10,pred_step11,pred_step12
20,149.0,136.0,138.0,123.0,103.0,80.0,72.0,65.0,71.0,137.0,154.0,168.0,147.93993,139.33553,125.74969,152.17824,104.88786,152.76399,94.776764,99.34943,112.06928,137.29285,119.80232,177.83997
21,136.0,138.0,123.0,103.0,80.0,72.0,65.0,71.0,137.0,154.0,168.0,187.0,154.86815,143.44179,110.989395,144.91444,101.96906,148.77199,101.6,117.77458,117.57123,145.21207,156.14085,219.43869
22,138.0,123.0,103.0,80.0,72.0,65.0,71.0,137.0,154.0,168.0,187.0,206.0,146.8352,124.39781,102.5782,140.34962,95.81273,143.9109,119.225075,123.407715,122.82515,171.72708,186.35353,241.32784
23,123.0,103.0,80.0,72.0,65.0,71.0,137.0,154.0,168.0,187.0,206.0,231.0,132.59102,107.21789,90.37131,127.07367,84.01255,136.9148,103.23095,121.68555,140.7727,179.49332,178.23152,218.21864
24,103.0,80.0,72.0,65.0,71.0,137.0,154.0,168.0,187.0,206.0,231.0,255.0,109.404526,86.76917,67.35637,105.29172,68.35035,127.19794,91.61345,114.79794,130.68262,167.44795,163.95303,201.2606
25,80.0,72.0,65.0,71.0,137.0,154.0,168.0,187.0,206.0,231.0,255.0,275.0,90.38788,67.39663,51.13849,90.775955,62.214954,118.67851,90.3268,113.12005,128.92928,161.45134,158.55173,191.03375
26,72.0,65.0,71.0,137.0,154.0,168.0,187.0,206.0,231.0,255.0,275.0,300.0,67.582634,48.922344,35.474457,84.72248,56.196533,118.608376,90.11058,117.73866,130.47723,160.48451,154.53511,190.52768
27,65.0,71.0,137.0,154.0,168.0,187.0,206.0,231.0,255.0,275.0,300.0,332.0,51.647343,37.896736,29.005518,74.715385,54.102844,119.71145,94.38873,120.93917,133.75885,156.39435,156.34404,195.25566
28,71.0,137.0,154.0,168.0,187.0,206.0,231.0,255.0,275.0,300.0,332.0,353.0,40.19569,36.62795,23.700342,76.13109,58.692528,128.07344,104.009895,129.95592,138.39928,159.50499,167.27837,209.59267
29,137.0,154.0,168.0,187.0,206.0,231.0,255.0,275.0,300.0,332.0,353.0,379.0,47.534332,40.38252,29.979464,82.73962,69.057236,134.26056,111.88484,138.00995,143.35918,168.9445,177.78014,227.58856
30,154.0,168.0,187.0,206.0,231.0,255.0,275.0,300.0,332.0,353.0,379.0,394.0,96.3631,79.41657,72.921776,117.045105,109.86722,180.05681,163.64107,191.83087,201.11723,217.60034,232.98312,277.67896
31,168.0,187.0,206.0,231.0,255.0,275.0,300.0,332.0,353.0,379.0,394.0,428.0,144.44778,128.64246,123.05212,167.3305,167.96721,231.64432,219.21922,247.8759,245.74013,259.71417,272.3354,302.68466
32,187.0,206.0,231.0,255.0,275.0,300.0,332.0,353.0,379.0,394.0,428.0,443.0,179.22423,167.43372,170.875,225.53317,220.43771,278.78784,263.13257,285.06302,273.35944,287.3421,285.9797,321.474
33,206.0,231.0,255.0,275.0,300.0,332.0,353.0,379.0,394.0,428.0,443.0,469.0,209.57083,205.70203,219.00557,267.68765,256.97916,312.5123,288.84543,304.94476,292.7168,295.28046,302.57568,336.03836
34,231.0,255.0,275.0,300.0,332.0,353.0,379.0,394.0,428.0,443.0,469.0,493.0,238.04778,249.08092,257.11304,297.0521,287.1449,326.65652,307.67773,328.42743,307.40607,315.40326,329.4593,369.3135
35,255.0,275.0,300.0,332.0,353.0,379.0,394.0,428.0,443.0,469.0,493.0,502.0,277.27466,280.12155,283.6599,316.7086,299.06387,336.1455,329.05533,341.2757,322.08792,334.1306,365.96616,400.5904
36,275.0,300.0,332.0,353.0,379.0,394.0,428.0,443.0,469.0,493.0,502.0,522.0,302.3132,299.54156,299.60812,315.61426,301.76938,343.0355,337.58743,354.29456,336.02283,365.87012,399.14172,417.8484
37,300.0,332.0,353.0,379.0,394.0,428.0,443.0,469.0,493.0,502.0,522.0,541.0,313.42538,305.8216,297.59518,314.58035,308.62082,351.31775,351.3583,367.71844,354.46158,388.68744,413.5425,409.09622
38,332.0,353.0,379.0,394.0,428.0,443.0,469.0,493.0,502.0,522.0,541.0,555.0,327.63602,307.72208,303.13266,321.3107,319.7651,363.6643,361.88422,387.68045,379.12924,400.6366,403.3518,407.33655
39,353.0,379.0,394.0,428.0,443.0,469.0,493.0,502.0,522.0,541.0,555.0,580.0,342.69254,319.12894,315.43857,330.31604,337.34598,379.38724,379.21756,412.11752,393.864,385.85413,397.49658,412.18423
40,379.0,394.0,428.0,443.0,469.0,493.0,502.0,522.0,541.0,555.0,580.0,625.0,355.1003,333.99243,325.4442,344.24744,349.4509,398.54108,395.71417,427.00912,379.47842,374.50974,401.32013,404.73303
41,394.0,428.0,443.0,469.0,493.0,502.0,522.0,541.0,555.0,580.0,625.0,614.0,373.36383,347.6477,343.19067,350.00607,361.11276,413.84894,409.4899,408.9746,362.21393,367.8476,392.84998,404.55792
42,428.0,443.0,469.0,493.0,502.0,522.0,541.0,555.0,580.0,625.0,614.0,600.0,374.65103,352.8851,339.93903,348.12653,366.84595,403.34293,372.4896,383.85092,348.6617,347.92252,381.9795,398.31512
43,443.0,469.0,493.0,502.0,522.0,541.0,555.0,580.0,625.0,614.0,600.0,636.0,385.286,364.92432,354.75446,354.02252,369.74332,384.19073,364.7352,378.8775,340.58432,351.06897,389.73074,394.1156
44,469.0,493.0,502.0,522.0,541.0,555.0,580.0,625.0,614.0,600.0,636.0,614.0,393.77658,382.19556,368.3828,355.6975,357.4211,374.31943,365.4596,380.52908,355.742,364.37247,390.81927,380.3615
45,493.0,502.0,522.0,541.0,555.0,580.0,625.0,614.0,600.0,636.0,614.0,629.0,417.306,403.7384,385.1151,349.76492,355.08582,375.759,372.07367,396.07593,382.9567,379.5338,388.55392,373.43668
46,502.0,522.0,541.0,555.0,580.0,625.0,614.0,600.0,636.0,614.0,629.0,647.0,440.16653,416.70126,382.2619,345.53336,360.34293,376.0656,391.52997,418.87683,408.0365,384.28186,390.51117,378.32385
47,522.0,541.0,555.0,580.0,625.0,614.0,600.0,636.0,614.0,629.0,647.0,664.0,444.53918,405.79495,382.43243,346.20084,357.9689,385.87863,415.09406,440.27454,419.55884,387.6613,393.22336,402.29202
48,541.0,555.0,580.0,625.0,614.0,600.0,636.0,614.0,629.0,647.0,664.0,674.0,435.23996,403.9897,394.66925,344.11487,379.27408,406.31998,439.20456,449.45587,426.95343,395.11606,416.05783,446.2954
49,555.0,580.0,625.0,614.0,600.0,636.0,614.0,629.0,647.0,664.0,674.0,677.0,448.99176,419.31357,410.2221,365.4616,412.1502,428.30045,453.21906,451.2182,438.74725,423.5883,456.5733,469.08594
50,580.0,625.0,614.0,600.0,636.0,614.0,629.0,647.0,664.0,674.0,677.0,705.0,466.5348,422.55048,440.11975,398.97382,440.45526,437.81073,464.2365,453.1197,457.9303,464.34756,479.0135,470.17178
51,625.0,614.0,600.0,636.0,614.0,629.0,647.0,664.0,674.0,677.0,705.0,723.0,478.25623,442.47018,477.4209,427.26334,459.78656,443.65793,470.56836,469.16397,495.1234,487.98935,483.39233,454.8623
52,614.0,600.0,636.0,614.0,629.0,647.0,664.0,674.0,677.0,705.0,723.0,736.0,507.2635,465.66846,500.37323,434.88275,465.46585,454.9676,498.91223,510.5241,527.22314,502.56952,477.52563,463.2571
53,600.0,636.0,614.0,629.0,647.0,664.0,674.0,677.0,705.0,723.0,736.0,758.0,510.89398,448.085,469.66513,408.35135,455.48627,477.3901,559.4206,554.0701,552.0299,500.74725,498.29895,494.43475
54,636.0,614.0,629.0,647.0,664.0,674.0,677.0,705.0,723.0,736.0,758.0,761.0,529.10944,468.7257,490.6323,437.84622,480.31793,498.5206,574.3278,560.3181,560.3593,518.932,530.94055,528.6551
55,614.0,629.0,647.0,664.0,674.0,677.0,705.0,723.0,736.0,758.0,761.0,784.0,564.28265,503.3615,520.15466,474.79245,516.46436,533.8699,604.7812,585.9317,589.5556,556.69006,575.5541,570.42816
56,629.0,647.0,664.0,674.0,677.0,705.0,723.0,736.0,758.0,761.0,784.0,789.0,586.03534,527.25757,541.71857,509.0705,553.18317,567.3043,636.27106,617.08215,622.0817,595.23956,617.41425,606.1847
57,647.0,664.0,674.0,677.0,705.0,723.0,736.0,758.0,761.0,784.0,789.0,199.0,613.6682,557.0732,571.83673,550.1692,590.7045,602.001,672.5527,654.5972,658.0201,638.4139,657.3284,637.932
58,664.0,674.0,677.0,705.0,723.0,736.0,758.0,761.0,784.0,789.0,199.0,864.0,640.7027,585.6643,600.3615,581.01166,621.19257,634.6938,708.24713,688.25165,693.1386,677.585,691.53864,666.8617
59,674.0,677.0,705.0,723.0,736.0,758.0,761.0,784.0,789.0,199.0,864.0,788.0,671.7226,614.92316,624.63477,607.012,650.89325,664.62274,740.92523,721.28046,725.3255,711.2839,721.2418,693.3447
60,677.0,705.0,723.0,736.0,758.0,761.0,784.0,789.0,199.0,864.0,788.0,877.0,699.417,638.754,646.24133,635.80133,679.86426,693.3779,772.5839,753.5212,752.7003,741.9066,748.5331,718.9473
61,705.0,723.0,736.0,758.0,761.0,784.0,789.0,199.0,864.0,788.0,877.0,877.0,718.4349,656.2628,666.6094,658.60114,702.9602,717.99274,798.7291,775.35956,772.0904,765.764,770.4762,741.184
62,723.0,736.0,758.0,761.0,784.0,789.0,199.0,864.0,788.0,877.0,877.0,886.0,740.6926,678.83026,687.28076,679.24896,724.32825,738.61487,816.33435,790.5191,788.802,786.68976,791.8437,758.2065
63,736.0,758.0,761.0,784.0,789.0,199.0,864.0,788.0,877.0,877.0,886.0,884.0,765.49335,701.0768,706.2812,700.36945,744.74255,752.26996,827.1608,802.98047,802.40173,806.9796,806.8608,769.45996
64,758.0,761.0,784.0,789.0,199.0,864.0,788.0,877.0,877.0,886.0,884.0,909.0,787.79736,718.25555,723.24023,716.6469,754.61395,756.3939,833.3842,811.039,812.68695,819.7973,814.3356,772.9611
65,761.0,784.0,789.0,199.0,864.0,788.0,877.0,877.0,886.0,884.0,909.0,920.0,804.66016,730.08905,732.4481,719.56366,753.3954,755.8989,836.80524,817.2191,815.30566,823.96747,814.3819,771.6929
66,784.0,789.0,199.0,864.0,788.0,877.0,877.0,886.0,884.0,909.0,920.0,913.0,817.9182,737.8854,732.86304,716.6312,752.1121,757.0742,842.321,820.8902,815.87787,824.733,811.63,774.8109
67,789.0,199.0,864.0,788.0,877.0,877.0,886.0,884.0,909.0,920.0,913.0,936.0,838.6259,751.39813,740.5629,725.59283,761.1218,767.8494,850.9006,830.9868,822.0203,829.843,816.61523,779.113
68,199.0,864.0,788.0,877.0,877.0,886.0,884.0,909.0,920.0,913.0,936.0,987.0,854.37244,764.3071,751.1251,738.5888,774.00604,780.00745,863.6923,841.03546,826.9952,841.9943,823.2597,781.8136
69,864.0,788.0,877.0,877.0,886.0,884.0,909.0,920.0,913.0,936.0,987.0,980.0,677.5876,626.26373,664.20245,700.1579,752.7684,751.0943,832.1278,805.76447,784.14655,790.13983,773.6147,729.2245
70,788.0,877.0,877.0,886.0,884.0,909.0,920.0,913.0,936.0,987.0,980.0,426.0,821.16394,763.74927,780.99243,765.128,779.92926,792.1755,875.6774,839.8644,801.8734,825.64124,786.1837,747.0068
71,877.0,877.0,886.0,884.0,909.0,920.0,913.0,936.0,987.0,980.0,426.0,1018.0,869.4988,799.7685,772.68805,744.3091,781.23175,799.8776,869.5762,828.72534,817.6567,833.8514,805.6062,784.19336
72,877.0,886.0,884.0,909.0,920.0,913.0,936.0,987.0,980.0,426.0,1018.0,954.0,922.17596,816.61005,771.3642,762.7119,804.0102,808.1958,872.18774,856.7272,836.3767,870.5737,851.7353,824.0322
73,886.0,884.0,909.0,920.0,913.0,936.0,987.0,980.0,426.0,1018.0,954.0,619.0,920.20337,807.4381,782.8156,786.8848,817.1511,810.2402,900.1789,869.84753,863.9992,918.684,889.20966,849.1873
74,884.0,909.0,920.0,913.0,936.0,987.0,980.0,426.0,1018.0,954.0,619.0,943.0,917.57477,829.06256,818.37,809.06665,824.28625,848.4297,919.0748,898.5399,913.20306,954.17554,909.5812,881.24286
75,909.0,920.0,913.0,936.0,987.0,980.0,426.0,1018.0,954.0,619.0,943.0,958.0,938.4864,864.01,836.819,813.6371,855.9612,864.9614,938.7918,933.4667,936.0482,965.051,931.50397,871.08594
76,920.0,913.0,936.0,987.0,980.0,426.0,1018.0,954.0,619.0,943.0,958.0,381.0,970.7323,877.2529,833.49976,833.36084,859.13007,873.99066,960.9733,939.8913,925.65356,969.5721,901.6886,853.193
77,913.0,936.0,987.0,980.0,426.0,1018.0,954.0,619.0,943.0,958.0,381.0,1053.0,970.6759,863.6328,844.7447,831.9885,866.82416,887.9709,959.3081,923.16144,925.1126,936.8236,874.7812,827.6203
78,936.0,987.0,980.0,426.0,1018.0,954.0,619.0,943.0,958.0,381.0,1053.0,356.0,954.3889,871.59753,837.6899,831.9795,879.4221,885.8575,938.0279,913.15076,886.59686,908.0779,849.1703,796.21533
79,987.0,980.0,426.0,1018.0,954.0,619.0,943.0,958.0,381.0,1053.0,356.0,239.0,973.71545,872.10254,844.1992,846.85266,876.01135,864.602,927.6658,877.45197,853.36224,882.1998,809.8468,800.5733
80,980.0,426.0,1018.0,954.0,619.0,943.0,958.0,381.0,1053.0,356.0,239.0,295.0,979.89496,875.88165,855.2183,835.73444,846.4329,849.5656,888.64716,846.25287,824.13776,848.55457,817.75555,768.79205
81,426.0,1018.0,954.0,619.0,943.0,958.0,381.0,1053.0,356.0,239.0,295.0,309.0,984.59784,885.7355,838.58575,798.5192,828.3046,807.185,857.0498,814.57434,784.67993,849.7442,778.3576,740.42334
82,1018.0,954.0,619.0,943.0,958.0,381.0,1053.0,356.0,239.0,295.0,309.0,820.0,842.60016,755.13947,739.19196,758.70856,780.61005,755.5311,804.3625,757.7161,752.9487,772.9587,710.1226,690.4796
83,954.0,619.0,943.0,958.0,381.0,1053.0,356.0,239.0,295.0,309.0,820.0,969.0,943.54407,833.47656,819.4712,775.6433,766.8786,761.073,809.0767,790.98456,733.33466,777.8061,715.8626,690.3635
84,619.0,943.0,958.0,381.0,1053.0,356.0,239.0,295.0,309.0,820.0,969.0,816.0,960.8813,861.3168,785.94293,735.7373,749.6923,746.87604,817.0408,758.1445,723.57587,783.2949,719.2907,713.4628
85,943.0,958.0,381.0,1053.0,356.0,239.0,295.0,309.0,820.0,969.0,816.0,945.0,887.1028,754.33014,704.55383,704.7025,731.8283,750.3909,778.7092,746.6824,710.894,770.03217,724.0584,729.78064
86,958.0,381.0,1053.0,356.0,239.0,295.0,309.0,820.0,969.0,816.0,945.0,927.0,905.5529,782.56323,754.08734,739.3,779.5853,751.465,811.3274,779.004,733.3463,818.388,775.79846,772.94434
87,381.0,1053.0,356.0,239.0,295.0,309.0,820.0,969.0,816.0,945.0,927.0,938.0,923.66,816.9124,772.81433,769.4322,760.9628,775.1853,831.331,788.1374,777.4896,868.9813,817.5169,808.0193
88,1053.0,356.0,239.0,295.0,309.0,820.0,969.0,816.0,945.0,927.0,938.0,883.0,773.23615,688.55853,699.71686,695.1409,741.73456,746.1815,787.9962,774.8613,762.76874,841.5233,790.72437,783.41986
89,356.0,239.0,295.0,309.0,820.0,969.0,816.0,945.0,927.0,938.0,883.0,962.0,915.43256,841.43445,786.6089,767.29443,778.14844,778.43463,858.4047,833.6598,803.2699,890.923,825.0112,820.63605
90,239.0,295.0,309.0,820.0,969.0,816.0,945.0,927.0,938.0,883.0,962.0,925.0,780.703,682.65265,683.77734,697.6248,729.65857,754.5526,812.90955,788.5879,769.61334,844.2353,791.75714,800.0823
91,295.0,309.0,820.0,969.0,816.0,945.0,927.0,938.0,883.0,962.0,925.0,905.0,621.42865,569.1136,617.0561,646.94086,707.73474,711.5756,753.90704,747.1124,708.4941,790.43945,750.04364,721.0738
92,309.0,820.0,969.0,816.0,945.0,927.0,938.0,883.0,962.0,925.0,905.0,893.0,584.50574,549.9131,602.25916,644.54926,677.10315,659.23737,704.2254,680.10986,652.9632,742.98975,662.70135,665.09827
93,820.0,969.0,816.0,945.0,927.0,938.0,883.0,962.0,925.0,905.0,893.0,868.0,561.52246,525.6618,587.9033,588.27515,581.68036,605.6872,626.28156,597.6097,607.24115,660.8318,633.1579,640.5124
94,969.0,816.0,945.0,927.0,938.0,883.0,962.0,925.0,905.0,893.0,868.0,865.0,746.18933,720.5637,671.222,586.7272,608.9347,589.6381,619.64825,613.2011,579.02795,667.7418,615.617,602.86865
95,816.0,945.0,927.0,938.0,883.0,962.0,925.0,905.0,893.0,868.0,865.0,887.0,922.7472,798.65106,660.65393,607.91986,575.37067,585.0875,643.712,600.43933,620.62396,713.21716,632.41254,692.50446
96,945.0,927.0,938.0,883.0,962.0,925.0,905.0,893.0,868.0,865.0,887.0,268.0,877.79175,686.8093,609.5456,545.9427,547.1874,590.7287,619.0609,643.95935,673.9253,762.71045,755.4683,781.8218
97,927.0,938.0,883.0,962.0,925.0,905.0,893.0,868.0,865.0,887.0,268.0,866.0,822.7289,706.1035,601.36237,565.43756,600.7902,628.761,726.98114,748.8127,771.74,935.5289,888.539,874.98065
98,938.0,883.0,962.0,925.0,905.0,893.0,868.0,865.0,887.0,268.0,866.0,592.0,835.77075,701.6173,631.0685,646.3725,661.3343,762.9991,865.3784,857.8065,951.47205,1073.3834,960.66284,1003.61896
99,883.0,962.0,925.0,905.0,893.0,868.0,865.0,887.0,268.0,866.0,592.0,850.0,826.4051,732.7488,702.2333,712.02466,807.807,913.7388,980.3617,1026.556,1075.726,1131.7024,1070.5408,1034.9371
100,962.0,925.0,905.0,893.0,868.0,865.0,887.0,268.0,866.0,592.0,850.0,869.0,849.53455,803.44824,759.50024,855.457,954.4632,1031.5706,1149.5999,1124.6646,1111.2543,1202.7375,1065.5469,1018.8516
101,925.0,905.0,893.0,868.0,865.0,887.0,268.0,866.0,592.0,850.0,869.0,472.0,938.1767,868.1298,896.055,1001.51685,1056.2393,1170.3265,1229.1031,1126.356,1151.7979,1167.049,1026.8914,1042.141
102,905.0,893.0,868.0,865.0,887.0,268.0,866.0,592.0,850.0,869.0,472.0,869.0,953.6509,944.7949,977.0562,1051.6133,1150.4305,1204.8625,1180.2179,1123.0416,1080.097,1086.3424,1032.2363,1027.6641
103,893.0,868.0,865.0,887.0,268.0,866.0,592.0,850.0,869.0,472.0,869.0,363.0,1005.7053,994.1289,996.1384,1118.5447,1153.9897,1134.9474,1148.1588,1024.1245,973.33496,1061.3954,981.5092,970.01917
104,868.0,865.0,887.0,268.0,866.0,592.0,850.0,869.0,472.0,869.0,363.0,214.0,1026.5343,979.45856,1032.9573,1106.8986,1074.4161,1096.363,1034.4708,919.3118,932.5354,1010.15283,906.2478,864.7906
105,865.0,887.0,268.0,866.0,592.0,850.0,869.0,472.0,869.0,363.0,214.0,356.0,1004.05756,1019.10657,1023.62994,1052.944,1065.3198,1014.8298,935.03723,911.0885,906.5184,947.74506,825.04376,760.9298
106,887.0,268.0,866.0,592.0,850.0,869.0,472.0,869.0,363.0,214.0,356.0,275.0,1055.0762,1006.2237,944.5484,1002.983,914.3202,869.96277,870.3166,818.1803,803.9674,847.883,722.56714,681.80225
107,268.0,866.0,592.0,850.0,869.0,472.0,869.0,363.0,214.0,356.0,275.0,713.0,1058.1392,972.037,970.61707,960.51044,900.18164,913.20996,882.05396,816.2176,777.2756,795.77435,676.09717,680.2671
108,866.0,592.0,850.0,869.0,472.0,869.0,363.0,214.0,356.0,275.0,713.0,211.0,857.93805,871.2772,859.4229,929.0962,932.7829,927.97504,872.08954,788.0362,730.69165,720.05914,665.01587,661.9005
109,592.0,850.0,869.0,472.0,869.0,363.0,214.0,356.0,275.0,713.0,211.0,166.0,1008.938,947.44574,934.7725,996.16284,932.86646,937.93176,880.09924,769.9558,699.9729,770.5165,691.4552,703.73254
110,850.0,869.0,472.0,869.0,363.0,214.0,356.0,275.0,713.0,211.0,166.0,150.0,946.845,933.18964,951.4553,995.01965,965.36487,950.31445,873.0786,765.2349,761.2423,809.68756,728.515,754.0806
111,869.0,472.0,869.0,363.0,214.0,356.0,275.0,713.0,211.0,166.0,150.0,162.0,1002.9772,1007.6211,978.6391,1031.6508,974.7642,947.49243,877.223,840.7232,818.00714,867.9901,785.9679,772.5517
112,472.0,869.0,363.0,214.0,356.0,275.0,713.0,211.0,166.0,150.0,162.0,163.0,1047.6362,988.783,952.92377,964.19403,901.8774,879.07983,894.4837,822.6261,805.12854,895.7695,785.5445,774.36945
113,869.0,363.0,214.0,356.0,275.0,713.0,211.0,166.0,150.0,162.0,163.0,195.0,897.85736,893.0578,872.26764,898.6354,869.54034,882.693,883.0611,849.9414,843.7982,886.6056,746.99725,722.7951
114,363.0,214.0,356.0,275.0,713.0,211.0,166.0,150.0,162.0,163.0,195.0,164.0,965.1379,890.2182,845.32916,857.16266,835.75073,844.4865,879.44904,856.8517,812.4461,865.79895,733.6543,657.6999
115,214.0,356.0,275.0,713.0,211.0,166.0,150.0,162.0,163.0,195.0,164.0,220.0,764.9159,689.2828,683.3906,718.0713,733.49243,759.1563,807.9084,749.6233,720.059,786.494,631.2759,604.2519
116,356.0,275.0,713.0,211.0,166.0,150.0,162.0,163.0,195.0,164.0,220.0,266.0,573.42377,533.6135,580.55646,625.91547,670.27905,683.5218,706.24994,664.2189,648.4388,675.09515,569.523,537.52795
117,275.0,713.0,211.0,166.0,150.0,162.0,163.0,195.0,164.0,220.0,266.0,330.0,547.6037,547.0109,577.0688,607.03284,645.5371,630.80615,663.6936,605.9021,570.63684,630.25134,527.57056,503.01578
118,713.0,211.0,166.0,150.0,162.0,163.0,195.0,164.0,220.0,266.0,330.0,333.0,548.2826,541.3146,571.68994,600.1254,613.7805,595.53345,621.9433,526.3746,513.2804,557.76526,451.95804,482.0004
119,211.0,166.0,150.0,162.0,163.0,195.0,164.0,220.0,266.0,330.0,333.0,276.0,695.5162,653.98193,645.3792,617.9499,614.2788,586.96936,574.99457,507.62994,484.85202,527.6403,470.20233,451.42038
120,166.0,150.0,162.0,163.0,195.0,164.0,220.0,266.0,330.0,333.0,276.0,556.0,556.8347,525.6793,501.9586,506.42972,505.21838,462.4658,475.31277,401.67984,385.64655,480.81882,384.87787,408.3038
121,150.0,162.0,163.0,195.0,164.0,220.0,266.0,330.0,333.0,276.0,556.0,300.0,447.03134,405.48532,412.48895,428.8089,394.48022,374.24374,383.7013,315.28552,349.53235,398.21048,321.2945,348.9048
122,162.0,163.0,195.0,164.0,220.0,266.0,330.0,333.0,276.0,556.0,300.0,391.0,356.65457,344.31485,344.35684,330.6431,313.7306,302.81332,298.20474,268.916,268.30872,330.74237,253.46577,277.09717
123,163.0,195.0,164.0,220.0,266.0,330.0,333.0,276.0,556.0,300.0,391.0,543.0,313.32443,300.0408,263.50192,272.9259,248.17728,239.44461,258.95547,191.64883,203.71257,264.25195,169.5845,240.48686
