,true_step1,pred_step1
485,524.0,564.1965
486,551.0,508.46268
487,544.0,504.06976
488,542.0,495.0628
489,531.0,499.0233
490,477.0,496.0026
491,510.0,442.9971
492,492.0,445.9955
493,479.0,462.9988
494,459.0,440.73462
495,439.0,435.7001
496,422.0,425.36374
497,411.0,414.62512
498,382.0,401.7832
499,347.0,370.95322
500,317.0,342.0801
501,308.0,321.77145
502,301.0,313.8805
503,275.0,300.5744
504,246.0,270.76764
505,217.0,249.74396
506,205.0,232.24657
507,127.0,234.44958
508,114.0,147.43193
509,50.0,152.05972
510,64.0,41.37758
511,78.0,157.74933
512,77.0,207.09175
513,87.0,197.23065
514,82.0,224.95743
515,94.0,227.56827
516,110.0,259.10043
517,108.0,279.8326
518,115.0,237.46924
519,130.0,206.97475
520,111.0,213.80353
521,110.0,186.49557
522,112.0,184.72969
523,103.0,183.33495
524,88.0,175.98157
525,91.0,163.3922
526,109.0,155.84926
527,102.0,166.28812
528,89.0,168.32484
529,87.0,157.88036
530,85.0,148.17857
531,90.0,143.37407
532,99.0,144.3752
533,108.0,151.6189
534,112.0,160.54146
535,114.0,164.10182
536,120.0,162.77618
537,131.0,165.16809
538,147.0,174.78424
539,161.0,187.51404
540,164.0,200.13533
541,178.0,205.62886
542,176.0,213.09058
543,170.0,212.1298
544,163.0,209.35014
545,156.0,202.49573
546,164.0,195.07188
547,155.0,194.2978
548,163.0,192.33536
549,173.0,193.25194
550,180.0,199.61752
551,187.0,207.85191
552,188.0,215.21582
553,167.0,219.23297
554,163.0,205.45174
555,153.0,194.00475
556,138.0,180.11845
557,138.0,167.7251
558,148.0,161.13728
559,150.0,164.68402
560,146.0,170.08412
561,153.0,171.03099
562,148.0,172.83272
563,136.0,170.66487
564,126.0,162.55817
565,121.0,153.07388
566,137.0,145.89082
567,136.0,151.48207
568,149.0,158.93494
569,167.0,168.96754
570,181.0,185.62585
571,168.0,205.0372
572,140.0,206.73773
573,126.0,188.67244
574,125.0,163.92421
575,132.0,151.14902
576,157.0,157.55887
577,171.0,184.47208
578,161.0,205.71254
579,159.0,204.46043
580,168.0,195.95685
581,247.0,198.67433
582,259.0,258.1798
583,236.0,308.85327
584,226.0,313.19208
585,252.0,287.9464
586,243.0,281.47266
587,205.0,281.23447
588,174.0,266.31418
589,180.0,231.97842
590,175.0,204.59186
591,169.0,186.95114
592,153.0,185.88187
593,154.0,179.89511
594,136.0,174.25351
595,186.0,157.17854
596,189.0,185.415
597,172.0,213.46065
598,166.0,218.28783
599,141.0,206.77296
600,163.0,182.295
601,179.0,189.0837
602,136.0,209.99034
603,109.0,194.94635
604,91.0,161.02019
605,92.0,124.86354
606,103.0,112.062096
607,119.0,125.413376
608,121.0,147.1525
609,122.0,153.85672
610,111.0,152.9701
611,93.0,142.8041
612,81.0,130.65936
613,96.0,121.121925
614,82.0,129.18039
615,66.0,122.05094
616,73.0,105.06453
617,84.0,102.68836
618,100.0,111.79098
619,77.0,130.40721
620,89.0,117.328026
621,83.0,122.646675
622,81.0,117.33436
623,52.0,115.591034
624,37.0,85.94416
625,40.0,66.54598
626,22.0,62.79703
627,18.0,40.30446
628,9.0,31.396183
629,33.0,17.7071
630,33.0,51.45577
631,34.0,63.394646
632,36.0,73.740105
633,50.0,79.53792
634,58.0,101.970024
635,74.0,113.60918
636,93.0,134.38197
637,89.0,158.20712
638,76.0,155.95853
639,60.0,142.57538
640,45.0,124.144844
641,43.0,110.25058
642,46.0,104.04244
643,57.0,104.116615
644,68.0,112.55629
645,77.0,126.925896
646,76.0,136.0385
647,79.0,139.18027
648,77.0,144.0127
649,62.0,143.60568
650,47.0,133.87129
651,46.0,117.20009
652,47.0,105.58856
653,43.0,101.08399
654,58.0,94.45691
655,72.0,101.15553
656,76.0,113.72138
657,89.0,119.57776
658,73.0,126.99901
659,57.0,117.66415
660,51.0,98.919365
661,59.0,81.70927
662,71.0,81.440636
663,72.0,94.57395
664,68.0,103.1324
665,66.0,100.83383
666,79.0,94.16435
667,77.0,98.88328
668,74.0,105.35967
669,82.0,111.2907
670,73.0,115.12492
671,87.0,108.447716
672,117.0,112.56262
673,122.0,135.18039
674,110.0,155.48328
675,116.0,154.08786
676,97.0,148.15536
677,83.0,132.14871
678,67.0,113.921196
679,80.0,95.60469
680,121.0,93.94781
681,103.0,120.89265
682,123.0,130.16238
683,142.0,141.2034
684,160.0,155.74341
685,163.0,175.89078
686,134.0,191.90202
687,103.0,186.34532
688,89.0,155.23508
689,117.0,120.46402
690,108.0,122.209236
691,104.0,129.88036
692,115.0,131.41972
693,122.0,124.942566
694,124.0,125.73406
695,111.0,133.39041
696,81.0,134.80946
697,111.0,116.33753
698,100.0,116.65446
699,90.0,118.533905
700,109.0,116.16919
701,99.0,125.46037
702,185.0,119.95767
703,164.0,167.20576
704,146.0,191.0546
705,182.0,190.04884
706,163.0,196.0004
707,144.0,189.5084
708,125.0,177.25352
709,109.0,161.96078
710,129.0,142.8564
711,166.0,137.26909
712,129.0,164.63097
713,122.0,160.15114
714,98.0,148.78226
715,86.0,116.490326
716,78.0,93.45385
717,74.0,89.22078
718,65.0,91.71417
719,47.0,84.261604
720,40.0,63.940727
721,40.0,47.467525
722,50.0,46.506813
723,46.0,62.704643
724,43.0,71.05149
725,39.0,73.123795
726,47.0,67.868614
727,44.0,71.42675
728,38.0,74.82485
729,36.0,74.1992
730,45.0,70.83784
731,51.0,74.948265
732,65.0,82.406784
733,82.0,97.33259
734,85.0,116.84678
735,80.0,123.13974
736,74.0,118.59681
737,66.0,110.172005
738,74.0,99.869225
739,74.0,102.39693
740,70.0,103.64969
741,62.0,98.02564
742,52.0,87.40764
743,39.0,73.40359
744,36.0,57.776287
745,27.0,53.47018
746,18.0,42.947243
747,18.0,31.243328
748,18.0,28.476416
749,112.0,28.27387
750,139.0,154.7062
751,177.0,176.91759
752,137.0,197.63791
753,128.0,153.66382
754,116.0,161.66603
755,106.0,164.6594
756,108.0,161.42227
757,122.0,157.2392
758,127.0,170.64902
759,127.0,182.89464
760,148.0,191.50223
761,195.0,219.48824
762,204.0,253.13626
763,212.0,269.12408
764,245.0,270.45343
765,253.0,290.1744
766,680.0,301.19882
767,255.0,511.0053
768,330.0,312.12158
769,396.0,368.864
770,402.0,414.79672
771,558.0,430.27383
772,334.0,518.93835
773,254.0,396.21887
774,248.0,338.80582
775,270.0,343.79556
776,309.0,333.5667
777,532.0,350.47705
778,305.0,487.41464
779,287.0,395.26254
780,338.0,372.6085
781,367.0,373.69498
782,564.0,398.12946
783,381.0,524.4329
784,384.0,469.75748
785,392.0,433.43597
786,288.0,419.48996
787,247.0,372.0494
788,272.0,335.45483
789,212.0,334.6882
790,175.0,288.1942
791,174.0,246.75383
792,180.0,218.19296
793,182.0,207.01143
794,231.0,217.52043
795,253.0,245.74141
796,552.0,280.42856
797,328.0,448.1563
798,278.0,425.3496
799,301.0,368.9908
