date,Temp,Hum,Height,csi,Theory,ghi
2021/9/13 8:55,21.5,65.7,26.61,0.998874508,426.38,426
2021/9/13 9:00,21.7,65.0,27.73,1.001099863,445.41,446
2021/9/13 9:05,21.8,64.3,28.84,1.003618194,464.22,466
2021/9/13 9:10,21.9,64.3,29.96,1.000165659,482.82,483
2021/9/13 9:15,22.1,63.9,31.07,0.995451644,501.18,499
2021/9/13 9:20,22.5,62.3,32.18,0.995379284,519.3,517
2021/9/13 9:25,22.7,62.2,33.29,1.006942506,537.17,541
2021/9/13 9:30,22.8,61.6,34.4,0.996629841,554.77,553
2021/9/13 9:35,22.8,61.8,35.49,0.99615519,572.1,570
2021/9/13 9:40,23.0,60.3,36.6,0.999575732,589.15,589
2021/9/13 9:45,23.0,62.8,37.69,0.993366556,605.92,602
2021/9/13 9:50,23.3,60.3,38.78,0.98798355,622.38,615
2021/9/13 9:55,23.3,60.2,39.87,0.980207942,638.54,626
2021/9/13 10:00,23.4,59.9,40.95,0.977860624,654.39,640
2021/9/13 10:05,23.5,59.1,42.03,0.967149744,669.91,648
2021/9/13 10:10,23.5,58.6,43.09,0.948628138,685.1,650
2021/9/13 10:15,23.8,57.9,44.16,0.967059966,699.96,677
2021/9/13 10:20,24.0,57.1,45.22,1.024392292,714.47,732
2021/9/13 10:25,23.9,57.6,46.27,1.001742758,728.63,730
2021/9/13 10:30,24.1,56.7,47.31,0.997939477,742.43,741
2021/9/13 10:35,24.4,56.7,48.35,1.033109779,755.87,781
2021/9/13 10:40,24.5,55.3,49.38,1.057175923,768.93,813
2021/9/13 10:45,24.3,52.8,50.4,1.061774827,781.61,830
2021/9/13 10:50,24.3,51.5,51.41,1.086888074,793.91,863
2021/9/13 10:55,24.6,52.6,52.41,1.054695255,805.82,850
2021/9/13 11:00,25.2,51.3,53.39,1.050854507,817.33,859
2021/9/13 11:05,25.7,51.4,54.37,1.01987858,828.43,845
2021/9/13 11:10,26.3,48.7,55.32,1.060495931,839.13,890
2021/9/13 11:15,26.5,49.8,56.27,1.093558716,849.42,929
2021/9/13 11:20,26.5,47.9,57.19,1.084490162,859.29,932
2021/9/13 11:25,25.8,48.7,58.1,1.139450302,868.74,990
2021/9/13 11:30,25.4,50.6,58.99,1.122059577,877.75,985
2021/9/13 11:35,25.1,52.0,59.86,1.125851721,886.34,998
2021/9/13 11:40,25.4,51.0,60.7,1.10777004,894.49,991
2021/9/13 11:45,26.0,49.3,61.52,1.099412612,902.2,992
2021/9/13 11:50,26.3,47.1,62.31,1.084028717,909.47,986
2021/9/13 11:55,26.1,48.1,63.07,1.02576414,916.29,940
2021/9/13 12:00,26.2,48.0,63.8,1.031687546,922.66,952
2021/9/13 12:05,26.4,47.3,64.48,1.034813228,928.57,961
2021/9/13 12:10,26.0,47.4,65.14,1.079078929,934.03,1008
2021/9/13 12:15,25.8,47.0,65.75,0.392916849,939.03,369
2021/9/13 12:20,25.5,50.1,66.31,0.21405788,943.57,202
2021/9/13 12:25,25.5,48.4,66.83,0.182537589,947.65,173
2021/9/13 12:30,25.2,48.6,67.29,0.291165186,951.25,277
2021/9/13 12:35,25.5,49.1,67.7,1.1231011,954.4,1072
2021/9/13 12:40,26.4,47.2,68.05,1.020717323,957.07,977
2021/9/13 12:45,27.2,44.5,68.34,1.010037837,959.27,969
2021/9/13 12:50,27.1,45.9,68.56,1.02486734,961.0,985
2021/9/13 12:55,27.4,44.6,68.72,1.030799285,962.26,992
2021/9/13 13:00,27.7,45.7,68.82,1.088107648,963.04,1048
2021/9/13 13:05,27.6,45.3,68.84,0.252215972,963.36,243
2021/9/13 13:10,26.3,48.6,68.79,0.224229212,963.2,216
2021/9/13 13:15,25.5,52.4,68.68,0.268007396,962.56,258
2021/9/13 13:20,25.1,52.4,68.5,0.237117155,961.45,228
2021/9/13 13:25,24.9,54.3,68.26,0.217712869,959.88,209
2021/9/13 13:30,24.8,54.0,67.95,0.44158176,957.82,423
2021/9/13 13:35,25.1,52.6,67.58,1.095876073,955.3,1047
2021/9/13 13:40,25.8,49.7,67.16,1.039468296,952.31,990
2021/9/13 13:45,26.6,49.2,66.68,1.033774171,948.85,981
2021/9/13 13:50,27.3,45.2,66.14,1.065585914,944.92,1007
2021/9/13 13:55,27.8,44.4,65.57,1.071622211,940.53,1008
2021/9/13 14:00,28.3,43.4,64.94,0.304558764,935.68,285
2021/9/13 14:05,28.7,39.5,64.28,1.139209217,930.37,1060
2021/9/13 14:10,28.7,37.8,63.58,1.104141884,924.6,1021
2021/9/13 14:15,28.7,39.0,62.84,1.085500887,918.37,997
2021/9/13 14:20,28.4,38.9,62.07,1.098937255,911.69,1002
2021/9/13 14:25,28.2,38.9,61.27,0.953939005,904.57,863
2021/9/13 14:30,27.7,42.5,60.45,0.350016721,897.0,314
2021/9/13 14:35,26.7,43.9,59.59,0.264315199,888.99,235
2021/9/13 14:40,26.5,44.3,58.72,0.304324128,880.54,268
2021/9/13 14:45,26.6,43.9,57.82,1.129911098,871.65,985
2021/9/13 14:50,27.4,44.2,56.91,0.339733779,862.34,293
2021/9/13 14:55,28.0,40.9,55.97,0.61920957,852.6,528
2021/9/13 15:00,28.0,40.2,55.03,1.115660792,842.45,940
2021/9/13 15:05,27.9,40.3,54.07,0.242797216,831.87,202
2021/9/13 15:10,27.1,41.2,53.09,1.08892922,820.89,894
2021/9/13 15:15,27.3,40.1,52.1,0.371783945,809.51,301
2021/9/13 15:20,27.4,40.3,51.09,0.266977514,797.72,213
2021/9/13 15:25,27.2,39.9,50.09,0.297846342,785.54,234
2021/9/13 15:30,27.4,40.0,49.06,0.369948776,772.98,286
2021/9/13 15:35,27.1,41.0,48.03,0.235486035,760.03,179
2021/9/13 15:40,27.0,40.8,46.99,0.437862375,746.71,327
2021/9/13 15:45,27.6,39.8,45.94,0.238705805,733.02,175
2021/9/13 15:50,27.5,39.1,44.89,1.049967319,718.97,755
2021/9/13 15:55,27.7,39.7,43.83,0.180228763,704.56,127
2021/9/13 16:00,27.5,39.8,42.76,0.184081982,689.81,127
2021/9/13 16:05,27.0,40.1,41.69,0.235621879,674.71,159
2021/9/13 16:10,26.6,42.8,40.61,0.277529232,659.29,183
2021/9/13 16:15,27.0,41.1,39.53,0.22838854,643.54,147
2021/9/13 16:20,27.1,42.0,38.44,0.23264337,627.47,146
2021/9/13 16:25,26.8,42.1,37.35,0.253603626,611.09,155
2021/9/13 16:30,26.8,42.7,36.25,0.238852164,594.41,142
2021/9/13 16:35,26.9,43.5,35.15,0.251064861,577.44,145
2021/9/13 16:40,27.0,41.5,34.04,0.208820432,560.19,117
2021/9/13 16:45,26.8,40.4,32.94,0.197140541,542.66,107
2021/9/13 16:50,26.7,42.7,31.83,0.220969217,524.86,116
2021/9/13 16:55,26.3,43.9,30.72,0.236728413,506.81,120
2021/9/13 17:00,26.2,43.6,29.6,0.233314914,488.51,114
2021/9/14 8:00,19.1,78.7,14.12,0.336028051,205.24,69
2021/9/14 8:05,19.2,78.6,15.25,0.354264458,225.72,80
2021/9/14 8:10,19.2,78.7,16.38,0.377664975,246.15,93
2021/9/14 8:15,19.3,78.4,17.51,0.341309729,266.52,91
2021/9/14 8:20,19.3,78.4,18.64,0.383408853,286.8,110
2021/9/14 8:25,19.3,78.4,19.77,0.44940893,306.97,138
2021/9/14 8:30,19.5,77.7,20.91,0.568598679,327.02,186
2021/9/14 8:35,19.8,76.7,22.04,1.005676743,346.93,349
2021/9/14 8:40,20.2,75.4,23.16,1.071486995,366.68,393
2021/9/14 8:45,20.7,72.5,24.28,0.597857032,386.28,231
2021/9/14 8:50,20.8,72.9,25.41,0.630868183,405.69,256
2021/9/14 8:55,20.7,71.6,26.53,0.555281052,424.91,236
2021/9/14 9:00,20.6,72.3,27.64,0.585546022,443.93,260
2021/9/14 9:05,20.5,72.6,28.75,0.466683951,462.74,216
2021/9/14 9:10,20.5,72.6,29.87,0.463203373,481.33,223
2021/9/14 9:15,20.5,73.7,30.98,0.448197207,499.68,224
2021/9/14 9:20,20.6,71.0,32.09,0.395844597,517.78,205
2021/9/14 9:25,20.8,70.5,33.2,0.537574196,535.64,288
2021/9/14 9:30,21.1,68.6,34.3,0.679522166,553.23,376
2021/9/14 9:35,20.9,68.5,35.4,0.422325418,570.55,241
2021/9/14 9:40,20.8,68.5,36.5,0.401572257,587.59,236
2021/9/14 9:45,20.9,68.0,37.58,0.863623579,604.33,522
2021/9/14 9:50,21.4,66.6,38.68,0.951874758,620.78,591
2021/9/14 9:55,21.8,66.9,39.76,0.976406135,636.93,622
2021/9/14 10:00,22.0,64.1,40.84,0.943540728,652.76,616
2021/9/14 10:05,22.0,64.4,41.91,0.945598181,668.26,632
2021/9/14 10:10,22.5,62.2,42.98,0.667115311,683.44,456
2021/9/14 10:15,22.8,62.4,44.04,0.995174478,698.27,695
2021/9/14 10:20,23.0,63.2,45.1,1.018418505,712.77,726
2021/9/14 10:25,23.3,62.4,46.14,0.367257672,726.91,267
2021/9/14 10:30,23.3,63.1,47.18,0.967885636,740.69,717
2021/9/14 10:35,23.0,63.1,48.21,0.384513392,754.1,290
2021/9/14 10:40,23.1,62.6,49.24,0.577394296,767.14,443
2021/9/14 10:45,23.1,61.4,50.25,0.514168483,779.8,401
2021/9/14 10:50,22.4,63.3,51.26,0.391325204,792.08,310
2021/9/14 10:55,22.1,64.4,52.25,0.475088924,803.96,382
2021/9/14 11:00,22.3,65.7,53.23,0.496597388,815.45,405
2021/9/14 11:05,22.5,64.7,54.19,0.627850429,826.53,519
2021/9/14 11:10,22.5,65.2,55.14,0.551773558,837.2,462
2021/9/14 11:15,22.7,62.8,56.08,0.494354449,847.47,419
2021/9/14 11:20,22.7,62.4,57.0,0.529501639,857.31,454
2021/9/14 11:25,23.0,60.0,57.9,0.708328046,866.73,614
2021/9/14 11:30,23.3,59.5,58.78,0.904295403,875.72,792
2021/9/14 11:35,23.9,57.6,59.64,0.742893326,884.28,657
2021/9/14 11:40,24.1,56.4,60.48,0.661064426,892.4,590
2021/9/14 11:45,24.2,55.1,61.29,0.688751139,900.08,620
2021/9/14 11:50,24.3,56.9,62.07,0.524564149,907.32,476
2021/9/14 11:55,24.4,56.6,62.82,0.420034784,914.11,384
2021/9/14 12:00,24.3,55.4,63.53,0.306338602,920.45,282
2021/9/14 12:05,23.6,58.3,64.22,0.282802988,926.34,262
2021/9/14 12:10,23.2,59.8,64.85,0.274719378,931.76,256
2021/9/14 12:15,22.9,60.3,65.46,0.275396817,936.73,258
2021/9/14 12:20,23.0,58.4,66.01,0.311258419,941.24,293
2021/9/14 12:25,23.1,60.5,66.51,0.341661554,945.28,323
2021/9/14 12:30,23.4,57.2,66.97,0.361448322,948.86,343
2021/9/14 12:35,23.2,57.7,67.37,0.391777915,951.97,373
2021/9/14 12:40,23.4,58.1,67.7,0.443066481,954.61,423
2021/9/14 12:45,23.6,57.2,67.98,0.49222473,956.78,471
2021/9/14 12:50,23.9,57.6,68.2,0.407895011,958.48,391
2021/9/14 12:55,23.7,59.3,68.35,0.421962909,959.7,405
2021/9/14 13:00,24.0,58.1,68.44,0.391442403,960.45,376
2021/9/14 13:05,23.9,58.4,68.46,0.400695232,960.73,385
2021/9/14 13:10,24.2,59.4,68.41,0.323742505,960.54,311
2021/9/14 13:15,24.1,55.1,68.29,0.259383106,959.87,249
2021/9/14 13:20,23.8,56.8,68.11,0.238832744,958.73,229
2021/9/14 13:25,23.5,56.2,67.86,0.220432298,957.11,211
2021/9/14 13:30,23.4,57.9,67.56,0.193690911,955.03,185
2021/9/14 13:35,23.3,58.7,67.19,0.204709365,952.47,195
2021/9/14 13:40,23.4,58.8,66.76,0.240116267,949.44,228
2021/9/14 13:45,23.4,58.4,66.29,0.277997992,945.95,263
2021/9/14 13:50,23.7,57.0,65.76,0.313133565,941.99,295
2021/9/14 13:55,23.9,57.4,65.19,0.316745942,937.56,297
2021/9/14 14:00,24.0,54.1,64.57,0.308757786,932.67,288
2021/9/14 14:05,24.2,54.0,63.91,0.305144324,927.33,283
2021/9/14 14:10,24.2,53.7,63.21,0.274516612,921.52,253
2021/9/14 14:15,24.3,53.9,62.48,0.343034435,915.26,314
2021/9/14 14:20,24.2,53.6,61.71,0.516150333,908.55,469
2021/9/14 14:25,24.8,53.4,60.92,0.947320547,901.39,854
2021/9/14 14:30,25.4,52.3,60.1,0.999015528,893.78,893
2021/9/14 14:35,25.9,48.9,59.25,0.846654023,885.74,750
2021/9/14 14:40,25.8,49.7,58.38,0.728329629,877.25,639
2021/9/14 14:45,25.9,49.6,57.49,0.428359223,868.33,372
2021/9/14 14:50,25.9,50.9,56.58,0.365503032,858.99,314
2021/9/14 14:55,25.1,51.7,55.65,0.200160128,849.22,170
2021/9/14 15:00,24.6,52.6,54.71,0.23119183,839.03,194
2021/9/14 15:05,24.4,52.6,53.75,0.247429151,828.42,205
2021/9/14 15:10,24.3,50.0,52.78,0.247094801,817.4,202
2021/9/14 15:15,24.3,52.5,51.79,0.248111253,805.99,200
2021/9/14 15:20,24.3,52.2,50.79,0.216551047,794.17,172
2021/9/14 15:25,24.5,52.0,49.79,0.213538603,781.96,167
2021/9/14 15:30,24.5,52.3,48.76,0.217035323,769.36,167
2021/9/14 15:35,24.6,52.5,47.74,0.232656514,756.38,176
2021/9/14 15:40,24.7,53.0,46.7,0.213959872,743.03,159
2021/9/14 15:45,24.7,52.8,45.66,0.182341651,729.3,133
2021/9/14 15:50,24.3,52.9,44.6,0.197114578,715.22,141
2021/9/14 15:55,24.1,54.0,43.55,0.233988215,700.79,164
2021/9/14 16:00,24.1,53.0,42.48,0.227372103,686.0,156
2021/9/14 16:05,24.1,54.7,41.41,0.19970789,670.88,134
2021/9/14 16:10,24.1,55.6,40.34,0.195264828,655.42,128
2021/9/14 16:15,24.1,55.8,39.26,0.173507988,639.64,111
2021/9/14 16:20,24.0,56.1,38.17,0.166760202,623.55,104
2021/9/14 16:25,24.0,55.6,37.08,0.177853896,607.14,108
2021/9/14 16:30,24.0,56.6,35.99,0.167646013,590.43,99
2021/9/14 16:35,24.2,56.4,34.88,0.165637968,573.44,95
2021/9/14 16:40,24.3,54.2,33.78,0.201344695,556.16,112
2021/9/14 16:45,24.3,54.9,32.68,0.16706887,538.6,90
2021/9/14 16:50,24.4,53.7,31.57,0.153586239,520.78,80
2021/9/14 16:55,24.5,54.7,30.46,0.14120642,502.71,71
2021/9/14 17:00,24.4,55.5,29.35,0.138289748,484.39,67
2021/9/15 8:00,19.9,78.8,14.04,0.823812092,203.83,168
2021/9/15 8:05,20.1,78.8,15.17,0.815508021,224.3,183
2021/9/15 8:10,20.5,77.1,16.31,0.796503554,244.72,195
2021/9/15 8:15,20.9,74.7,17.44,0.833396184,265.08,221
2021/9/15 8:20,20.9,74.9,18.56,0.858263855,285.36,245
2021/9/15 8:25,21.3,73.8,19.69,0.86708985,305.52,265
2021/9/15 8:30,21.5,70.7,20.83,0.930389658,325.57,303
2021/9/15 8:35,21.6,71.2,21.96,0.963625315,345.47,333
2021/9/15 8:40,21.7,71.1,23.08,1.007336034,365.22,368
2021/9/15 8:45,21.8,69.5,24.2,1.052221356,384.8,405
2021/9/15 8:50,22.1,69.7,25.32,1.093220549,404.21,442
2021/9/15 8:55,22.5,66.7,26.44,1.109746883,423.42,470
2021/9/15 9:00,22.6,66.8,27.56,1.15246424,442.43,510
2021/9/15 9:05,22.8,67.1,28.66,1.261569809,461.23,582
2021/9/15 9:10,23.1,65.2,29.78,1.206501354,479.8,579
2021/9/15 9:15,22.9,63.0,30.89,0.708493899,498.14,353
2021/9/15 9:20,22.5,64.3,32.0,0.753379556,516.24,389
2021/9/15 9:25,22.2,65.8,33.1,0.7712756,534.08,412
2021/9/15 9:30,22.3,66.4,34.2,0.663331883,551.66,366
2021/9/15 9:35,22.4,66.1,35.3,0.502583207,568.96,286
2021/9/15 9:40,22.1,67.1,36.39,0.44021294,585.98,258
2021/9/15 9:45,22.0,67.0,37.48,0.500978733,602.72,302
2021/9/15 9:50,22.0,68.0,38.56,0.471538151,619.15,292
2021/9/15 9:55,21.9,67.8,39.65,0.415499386,635.28,264
2021/9/15 10:00,21.9,68.5,40.72,0.486801087,651.09,317
2021/9/15 10:05,22.3,67.1,41.79,0.49649007,666.58,331
2021/9/15 10:10,22.5,65.6,42.86,0.492791458,681.73,336
2021/9/15 10:15,22.6,66.0,43.91,0.430632312,696.55,300
2021/9/15 10:20,22.7,65.1,44.96,0.419057262,711.02,298
2021/9/15 10:25,22.6,66.3,46.01,0.394352214,725.14,286
2021/9/15 10:30,22.5,66.3,47.04,0.374830853,738.9,277
2021/9/15 10:35,22.4,66.6,48.08,0.393412991,752.29,296
2021/9/15 10:40,22.6,67.1,49.09,0.436367437,765.31,334
2021/9/15 10:45,22.5,66.9,50.1,0.510249984,777.95,397
2021/9/15 10:50,22.5,66.3,51.09,0.569404024,790.2,450
2021/9/15 10:55,23.0,66.4,52.08,0.584671387,802.06,469
2021/9/15 11:00,23.5,62.5,53.05,0.508837049,813.52,414
2021/9/15 11:05,23.9,60.7,54.02,0.470485522,824.58,388
2021/9/15 11:10,23.7,62.0,54.96,0.426178875,835.23,356
2021/9/15 11:15,23.6,62.1,55.9,0.454136903,845.46,384
2021/9/15 11:20,23.2,63.5,56.81,0.523743833,855.28,448
2021/9/15 11:25,23.3,63.6,57.7,0.520369578,864.67,450
2021/9/15 11:30,23.6,61.9,58.57,0.501299028,873.63,438
2021/9/15 11:35,23.3,60.8,59.42,0.709541405,882.16,626
2021/9/15 11:40,23.4,60.8,60.25,0.871557572,890.26,776
2021/9/15 11:45,23.5,63.0,61.05,0.522265899,897.91,469
2021/9/15 11:50,23.0,68.4,61.82,0.419787455,905.12,380
2021/9/15 11:55,22.3,72.0,62.56,0.355270949,911.88,324
2021/9/15 12:00,22.0,73.3,63.27,0.321249279,918.19,295
2021/9/15 12:05,21.7,75.3,63.94,0.325708226,924.04,301
2021/9/15 12:10,21.3,77.1,64.57,0.249585817,929.44,232
2021/9/15 12:15,21.2,78.7,65.16,0.197971064,934.38,185
2021/9/15 12:20,21.3,76.3,65.7,0.226846724,938.86,213
2021/9/15 12:25,21.2,77.2,66.2,0.229063491,942.87,216
2021/9/15 12:30,20.8,79.1,66.64,0.247224012,946.41,234
2021/9/15 12:35,19.9,83.8,67.02,0.193767837,949.49,184
2021/9/15 12:40,19.2,89.4,67.36,0.134426953,952.09,128
2021/9/15 12:45,18.7,91.9,67.63,0.11107269,954.23,106
2021/9/15 12:50,18.3,93.1,67.83,0.070084415,955.89,67
2021/9/15 12:55,18.0,93.7,67.98,0.057459856,957.09,55
2021/9/15 13:00,17.9,94.5,68.06,0.064724243,957.81,62
2021/9/15 13:05,17.9,95.8,68.07,0.086625267,958.05,83
2021/9/15 13:10,17.9,94.9,68.02,0.104392851,957.82,100
2021/9/15 13:15,18.0,93.2,67.9,0.112826727,957.12,108
2021/9/15 13:20,18.2,92.1,67.71,0.119241873,955.94,114
2021/9/15 13:25,18.3,92.3,67.47,0.154025084,954.29,147
2021/9/15 13:30,18.5,93.8,67.16,0.205823978,952.17,196
2021/9/15 13:35,18.7,93.5,66.79,0.274829416,949.58,261
2021/9/15 13:40,19.0,93.7,66.37,0.331706493,946.52,314
2021/9/15 13:45,19.3,90.9,65.9,0.335068763,942.99,316
2021/9/15 13:50,19.6,86.8,65.37,0.319454797,939.0,300
2021/9/15 13:55,19.9,86.2,64.8,0.295300865,934.54,276
2021/9/15 14:00,20.2,88.3,64.19,0.318378849,929.61,296
2021/9/15 14:05,20.3,84.8,63.53,0.424090963,924.23,392
2021/9/15 14:10,20.3,83.0,62.84,0.384326449,918.39,353
2021/9/15 14:15,20.4,82.2,62.11,0.196231048,912.09,179
2021/9/15 14:20,20.5,84.1,61.35,0.140261748,905.35,127
2021/9/15 14:25,20.5,82.5,60.56,0.16476482,898.15,148
2021/9/15 14:30,20.6,80.4,59.75,0.180774974,890.51,161
2021/9/15 14:35,20.6,77.3,58.9,0.173365211,882.43,153
2021/9/15 14:40,20.7,79.9,58.04,0.155604627,873.91,136
2021/9/15 14:45,20.7,82.4,57.16,0.144498647,864.96,125
2021/9/15 14:50,20.7,83.7,56.25,0.155431937,855.58,133
2021/9/15 14:55,20.6,81.7,55.33,0.154868303,845.78,131
2021/9/15 15:00,20.4,81.9,54.39,0.13642075,835.55,114
2021/9/15 15:05,20.1,82.6,53.43,0.174543339,824.91,144
2021/9/15 15:10,19.8,81.8,52.46,0.214995639,813.87,175
2021/9/15 15:15,19.5,82.2,51.48,0.235511084,802.41,189
2021/9/15 15:20,19.3,82.0,50.49,0.252953229,790.56,200
2021/9/15 15:25,19.2,82.3,49.49,0.28390843,778.32,221
2021/9/15 15:30,19.2,83.9,48.47,0.338212826,765.69,259
2021/9/15 15:35,19.3,84.3,47.44,0.452987593,752.68,341
2021/9/15 15:40,19.7,82.6,46.41,0.540979172,739.3,400
2021/9/15 15:45,20.3,81.5,45.37,0.813075354,725.54,590
2021/9/15 15:50,20.9,78.5,44.32,0.878388824,711.43,625
2021/9/15 15:55,21.5,75.6,43.26,0.595357645,696.96,415
2021/9/15 16:00,21.5,75.5,42.2,0.598021253,682.15,408
2021/9/15 16:05,21.5,76.1,41.13,0.629590766,667.0,420
2021/9/15 16:10,21.6,76.3,40.06,0.742775587,651.51,484
2021/9/15 16:15,21.9,74.9,38.98,1.03175477,635.71,656
2021/9/15 16:20,22.4,72.2,37.9,1.066679577,619.58,661
2021/9/15 16:25,22.5,70.7,36.81,1.147119768,603.15,692
2021/9/15 16:30,22.9,70.4,35.71,1.149150924,586.42,674
2021/9/15 16:35,23.2,68.3,34.62,1.127324448,569.39,642
2021/9/15 16:40,23.6,67.9,33.52,1.077527663,552.09,595
2021/9/15 16:45,23.7,65.7,32.41,1.060586222,534.51,567
2021/9/15 16:50,23.6,65.8,31.31,1.153340042,516.66,596
2021/9/15 16:55,23.6,65.6,30.2,1.116971143,498.57,557
2021/9/15 17:00,23.7,66.7,29.09,1.230429714,480.22,591
2021/9/16 8:00,18.5,89.1,13.97,0.424691358,202.4,86
2021/9/16 8:05,18.6,88.6,15.1,0.426085396,222.86,95
2021/9/16 8:10,18.8,88.2,16.23,0.439641713,243.28,107
2021/9/16 8:15,19.0,86.7,17.36,0.466386077,263.63,123
2021/9/16 8:20,19.1,85.8,18.49,0.461267606,283.9,131
2021/9/16 8:25,19.1,85.3,19.62,0.483298264,304.06,147
2021/9/16 8:30,19.3,84.9,20.75,0.499706962,324.09,162
2021/9/16 8:35,19.5,84.5,21.87,0.502775437,343.99,173
2021/9/16 8:40,19.6,82.9,23.0,0.505730698,363.73,184
2021/9/16 8:45,19.7,82.2,24.12,0.532081377,383.3,204
2021/9/16 8:50,19.8,81.6,25.24,0.538728898,402.7,217
2021/9/16 8:55,20.0,81.7,26.35,0.497630332,421.9,210
2021/9/16 9:00,20.1,80.5,27.47,0.487528345,440.9,215
2021/9/16 9:05,20.2,80.4,28.57,0.552426108,459.69,254
2021/9/16 9:10,20.4,77.8,29.68,0.694052472,478.25,332
2021/9/16 9:15,20.7,77.7,30.8,0.690585488,496.58,343
2021/9/16 9:20,20.7,77.3,31.9,0.635247494,514.66,327
2021/9/16 9:25,20.7,77.1,33.0,0.677819711,532.49,361
2021/9/16 9:30,20.9,77.5,34.1,0.621648641,550.05,342
2021/9/16 9:35,20.9,75.3,35.19,0.544550966,567.34,309
2021/9/16 9:40,20.9,75.7,36.29,0.619385747,584.35,362
2021/9/16 9:45,21.2,73.5,37.37,1.359039191,601.06,817
2021/9/16 9:50,21.5,71.5,38.46,0.795038699,617.48,491
2021/9/16 9:55,21.6,72.1,39.53,0.68961164,633.59,437
2021/9/16 10:00,21.6,71.3,40.61,0.920736589,649.38,598
2021/9/16 10:05,21.7,70.3,41.67,1.04067975,664.85,692
2021/9/16 10:10,21.6,71.3,42.73,0.595509418,679.99,405
2021/9/16 10:15,21.6,70.8,43.79,0.482097628,694.78,335
2021/9/16 10:20,21.8,71.2,44.83,0.437025968,709.24,310
2021/9/16 10:25,21.8,69.3,45.88,0.528040032,723.33,382
2021/9/16 10:30,21.8,69.9,46.91,0.484284493,737.07,357
2021/9/16 10:35,21.9,70.1,47.93,0.41703307,750.44,313
2021/9/16 10:40,21.9,68.0,48.94,0.322187733,763.43,246
2021/9/16 10:45,21.9,68.3,49.94,0.288604007,776.05,224
2021/9/16 10:50,21.8,70.8,50.94,0.648164591,788.28,511
2021/9/16 10:55,22.1,67.0,51.92,0.467377313,800.11,374
2021/9/16 11:00,22.2,68.6,52.89,0.505143843,811.55,410
2021/9/16 11:05,22.5,68.0,53.84,0.302669325,822.58,249
2021/9/16 11:10,22.5,67.3,54.78,0.468018721,833.2,390
2021/9/16 11:15,22.5,68.0,55.7,0.790743441,843.41,667
2021/9/16 11:20,23.2,64.1,56.61,1.21996953,853.2,1041
2021/9/16 11:25,23.7,62.5,57.49,0.867085526,862.56,748
2021/9/16 11:30,24.2,62.4,58.36,0.501376778,871.5,437
2021/9/16 11:35,24.1,62.0,59.2,0.302238382,880.0,266
2021/9/16 11:40,23.7,62.5,60.02,0.278099913,888.07,247
2021/9/16 11:45,23.6,61.7,60.81,0.458812891,895.69,411
2021/9/16 11:50,23.6,63.1,61.57,0.416403646,902.87,376
2021/9/16 11:55,23.8,61.8,62.3,0.536440585,909.6,488
2021/9/16 12:00,23.8,58.9,62.99,0.230354375,915.88,211
2021/9/16 12:05,23.5,61.8,63.66,0.363419397,921.7,335
2021/9/16 12:10,23.5,62.4,64.28,0.395828165,927.07,367
2021/9/16 12:15,23.8,62.1,64.85,0.423787913,931.97,395
2021/9/16 12:20,24.0,59.5,65.39,0.435655405,936.42,408
2021/9/16 12:25,24.1,59.7,65.87,0.314726209,940.4,296
2021/9/16 12:30,24.1,60.2,66.31,0.276480122,943.91,261
2021/9/16 12:35,24.0,60.8,66.68,0.247083047,946.95,234
2021/9/16 12:40,23.6,62.9,67.0,0.239040468,949.53,227
2021/9/16 12:45,23.4,63.6,67.27,0.677713217,951.63,645
2021/9/16 12:50,23.3,64.8,67.47,0.498237812,953.26,475
2021/9/16 12:55,23.4,66.2,67.6,1.046599338,954.42,999
2021/9/16 13:00,23.6,66.3,67.68,0.850083752,955.1,812
2021/9/16 13:05,23.9,66.1,67.68,0.743136455,955.31,710
2021/9/16 13:10,24.0,63.5,67.63,0.969481233,955.05,926
2021/9/16 13:15,23.6,64.6,67.5,1.069770853,954.31,1021
2021/9/16 13:20,23.5,65.8,67.32,1.107847251,953.1,1056
2021/9/16 13:25,24.6,62.9,67.07,1.107701362,951.42,1054
2021/9/16 13:30,24.8,58.1,66.77,0.353918915,949.27,336
2021/9/16 13:35,23.9,62.6,66.4,1.10801276,946.64,1049
2021/9/16 13:40,24.0,63.3,65.98,0.270230173,943.54,255
2021/9/16 13:45,23.7,64.2,65.51,0.139349843,939.98,131
2021/9/16 13:50,23.2,67.2,64.99,0.122856685,935.95,115
2021/9/16 13:55,22.9,68.0,64.42,0.127744082,931.45,119
2021/9/16 14:00,22.4,71.3,63.81,0.134901791,926.5,125
2021/9/16 14:05,22.2,71.7,63.16,0.186717037,921.08,172
2021/9/16 14:10,22.1,72.2,62.47,0.213044903,915.2,195
2021/9/16 14:15,22.1,72.7,61.75,0.248630333,908.88,226
2021/9/16 14:20,22.1,72.8,60.99,0.438931932,902.09,396
2021/9/16 14:25,22.2,72.1,60.21,0.531861403,894.87,476
2021/9/16 14:30,22.6,72.2,59.4,0.799062313,887.19,709
2021/9/16 14:35,22.8,70.7,58.56,0.649468823,879.08,571
2021/9/16 14:40,23.0,69.9,57.7,0.572006157,870.52,498
2021/9/16 14:45,23.6,67.4,56.82,1.265029479,861.54,1090
