all_samples_flattening_rmse,M_step_rmse
244.74304,
,144.67735
,164.08838
,188.91351
,199.77957
,210.5999
,211.11383
,216.13542
,226.11751
,227.26364
,228.77922
,232.07385
,237.38028
,250.62431
,261.62595
,256.5021
,275.71167
,259.13303
,275.00104
,274.44464
,278.46628
,289.8757
,280.0869
,314.1604
,288.58032
