,true_step1,pred_step1
412,596.0,593.92596
413,592.0,576.9728
414,658.0,590.84906
415,659.0,622.60583
416,543.0,621.6816
417,682.0,595.8859
418,767.0,645.6477
419,450.0,683.0379
420,449.0,569.88153
421,508.0,549.15356
422,464.0,556.8362
423,736.0,557.79785
424,684.0,657.3913
425,675.0,651.69727
426,467.0,656.69135
427,493.0,579.323
428,443.0,567.3099
429,554.0,555.6879
430,517.0,591.1885
431,447.0,595.2506
432,894.0,553.08044
433,789.0,690.2501
434,836.0,736.5677
435,893.0,764.61725
436,874.0,776.5624
437,308.0,792.6184
438,407.0,607.85785
439,898.0,544.2882
440,913.0,713.73834
441,959.0,838.85443
442,866.0,851.6069
443,486.0,785.8464
444,473.0,674.9616
445,378.0,637.42786
446,356.0,567.7687
447,296.0,531.0504
448,290.0,472.1492
449,289.0,421.9948
450,331.0,411.78967
451,477.0,428.16937
452,873.0,513.14465
453,1034.0,699.0581
454,998.0,816.57684
455,577.0,826.132
456,946.0,700.36145
457,343.0,783.35144
458,524.0,640.33936
459,894.0,632.36707
460,869.0,748.9998
461,865.0,812.6475
462,310.0,820.5914
463,725.0,564.00977
464,329.0,664.21356
465,253.0,576.61487
466,800.0,473.81168
467,860.0,631.5841
468,293.0,744.45703
469,273.0,565.0777
470,274.0,418.71844
471,819.0,383.6577
472,767.0,650.8467
473,744.0,736.4909
474,744.0,683.6736
475,731.0,667.727
476,706.0,682.5468
477,682.0,706.0739
478,670.0,689.80334
479,639.0,678.48627
480,433.0,659.66815
481,566.0,561.5344
482,180.0,592.7003
483,609.0,388.50705
484,591.0,552.1079
485,524.0,574.5265
486,551.0,540.12115
487,544.0,541.06415
488,542.0,515.1243
489,531.0,547.4804
490,477.0,531.8616
491,510.0,496.87958
492,492.0,510.244
493,479.0,490.9509
494,459.0,476.6894
495,439.0,455.58386
496,422.0,437.37506
497,411.0,421.4806
498,382.0,403.4803
499,347.0,375.48553
500,317.0,345.18137
501,308.0,319.54782
502,301.0,309.3271
503,275.0,293.73566
504,246.0,260.62717
505,217.0,231.68593
506,205.0,203.89696
507,127.0,197.31264
508,114.0,102.77548
509,50.0,111.394226
510,64.0,2.0
511,78.0,113.58041
512,77.0,157.92198
513,87.0,141.9793
514,82.0,158.16531
515,94.0,129.85823
516,110.0,144.46848
517,108.0,161.66203
518,115.0,163.13643
519,130.0,170.45476
520,111.0,181.38461
521,110.0,170.71678
522,112.0,168.69107
523,103.0,166.11874
524,88.0,160.81966
525,91.0,147.48225
526,109.0,140.39297
527,102.0,152.01366
528,89.0,153.06981
529,87.0,143.70941
530,85.0,132.63547
531,90.0,125.62449
532,99.0,128.64896
533,108.0,135.04262
534,112.0,144.71527
535,114.0,152.15773
536,120.0,153.69826
537,131.0,156.28796
538,147.0,163.84238
539,161.0,176.99907
540,164.0,193.0609
541,178.0,202.09749
542,176.0,212.859
543,170.0,212.82964
544,163.0,210.35326
545,156.0,204.01308
546,164.0,195.66031
547,155.0,194.46051
548,163.0,193.243
549,173.0,195.965
550,180.0,203.75842
551,187.0,213.73929
552,188.0,222.3363
553,167.0,226.03131
554,163.0,212.6498
555,153.0,200.71605
556,138.0,186.38222
557,138.0,172.34248
558,148.0,164.82068
559,150.0,169.96257
560,146.0,178.5482
561,153.0,181.02374
562,148.0,181.48381
563,136.0,178.1327
564,126.0,168.11153
565,121.0,155.1454
566,137.0,144.0771
567,136.0,148.68779
568,149.0,158.00844
569,167.0,170.44022
570,181.0,189.71452
571,168.0,212.9973
572,140.0,215.01315
573,126.0,190.78828
574,125.0,161.0362
575,132.0,146.76
576,157.0,153.52689
577,171.0,180.49069
578,161.0,204.15324
579,159.0,210.06862
580,168.0,207.70923
581,247.0,209.0664
582,259.0,262.59412
583,236.0,309.30292
584,226.0,311.26324
585,252.0,288.32837
586,243.0,289.938
587,205.0,297.169
588,174.0,274.9603
589,180.0,235.07304
590,175.0,218.4098
591,169.0,214.56363
592,153.0,215.40785
593,154.0,202.09271
594,136.0,194.83421
595,186.0,182.17102
596,189.0,207.51799
597,172.0,228.33644
598,166.0,228.02718
599,141.0,215.34023
600,163.0,189.48141
601,179.0,196.93185
602,136.0,214.1668
603,109.0,195.79257
604,91.0,164.76706
605,92.0,130.22275
606,103.0,120.256485
607,119.0,129.465
608,121.0,146.69336
609,122.0,155.95705
610,111.0,157.96739
611,93.0,147.64412
612,81.0,128.06006
613,96.0,110.07399
614,82.0,116.180145
615,66.0,110.456635
616,73.0,95.78908
617,84.0,93.787964
618,100.0,102.651436
619,77.0,122.14829
620,89.0,105.93817
621,83.0,110.297844
622,81.0,104.26415
623,52.0,104.845406
624,37.0,72.5669
625,40.0,46.246426
626,22.0,42.98556
627,18.0,16.655632
628,9.0,7.1024685
629,33.0,2.0
630,33.0,32.63118
631,34.0,51.871674
632,36.0,63.7935
633,50.0,67.6205
634,58.0,85.48783
635,74.0,100.2486
636,93.0,119.685394
637,89.0,142.72517
638,76.0,144.09256
639,60.0,133.08038
640,45.0,113.74443
641,43.0,93.27631
642,46.0,83.87283
643,57.0,82.87418
644,68.0,92.22332
645,77.0,107.25208
646,76.0,119.83144
647,79.0,123.725
648,77.0,126.74668
649,62.0,125.38981
650,47.0,112.950935
651,46.0,93.83821
652,47.0,80.750496
653,43.0,75.69323
654,58.0,69.755394
655,72.0,77.42353
656,76.0,92.73264
657,89.0,101.37645
658,73.0,109.582825
659,57.0,98.32846
660,51.0,77.404144
661,59.0,56.900574
662,71.0,53.1274
663,72.0,65.802704
664,68.0,75.964935
665,66.0,76.88447
666,79.0,71.72639
667,77.0,75.83067
668,74.0,79.9439
669,82.0,80.63552
670,73.0,83.60073
671,87.0,79.1142
672,117.0,86.15423
673,122.0,110.30385
674,110.0,132.56337
675,116.0,134.75784
676,97.0,129.65488
677,83.0,114.88205
678,67.0,94.32683
679,80.0,69.32806
680,121.0,64.353386
681,103.0,95.75486
682,123.0,113.78234
683,142.0,129.81113
684,160.0,147.18971
685,163.0,171.35922
686,134.0,186.94852
687,103.0,172.45544
688,89.0,138.45413
689,117.0,103.79533
690,108.0,105.18987
691,104.0,113.085594
692,115.0,115.583725
693,122.0,117.44107
694,124.0,126.65494
695,111.0,138.4917
696,81.0,131.08472
697,111.0,100.44942
698,100.0,98.009155
699,90.0,104.30453
700,109.0,102.28737
701,99.0,105.70825
702,185.0,102.22831
703,164.0,159.62576
704,146.0,190.71432
705,182.0,185.15274
706,163.0,187.25941
707,144.0,183.17172
708,125.0,176.923
709,109.0,150.42949
710,129.0,125.9538
711,166.0,129.15816
712,129.0,161.78055
713,122.0,161.7423
714,98.0,147.12352
715,86.0,117.13474
716,78.0,94.245346
717,74.0,79.94814
718,65.0,70.87866
719,47.0,61.21692
720,40.0,44.083305
721,40.0,29.135397
722,50.0,23.214403
723,46.0,31.28705
724,43.0,36.777714
725,39.0,36.64982
726,47.0,31.654404
727,44.0,34.25817
728,38.0,35.369156
729,36.0,31.33662
730,45.0,27.436682
731,51.0,34.281796
732,65.0,44.461376
733,82.0,61.35256
734,85.0,83.803276
735,80.0,95.601204
736,74.0,95.28446
737,66.0,87.79406
738,74.0,75.57249
739,74.0,78.46286
740,70.0,83.293236
741,62.0,82.22376
742,52.0,73.94688
743,39.0,60.376312
744,36.0,43.1984
745,27.0,36.390724
746,18.0,22.714577
747,18.0,7.798164
748,18.0,3.49694
749,112.0,3.4344869
750,139.0,151.97249
751,177.0,186.67818
752,137.0,221.29735
753,128.0,173.05334
754,116.0,182.17905
755,106.0,189.9695
756,108.0,178.77472
757,122.0,180.2698
758,127.0,182.4859
759,127.0,184.46716
760,148.0,182.23103
761,195.0,197.58437
762,204.0,235.87508
763,212.0,252.51442
764,245.0,263.94772
765,253.0,286.2535
766,680.0,298.82956
767,255.0,514.5305
768,330.0,322.4911
769,396.0,382.57242
770,402.0,416.16293
771,558.0,437.2795
772,334.0,544.7208
773,254.0,408.70233
774,248.0,362.00192
775,270.0,336.82632
776,309.0,338.98645
777,532.0,373.99335
778,305.0,481.80505
779,287.0,408.368
780,338.0,370.16995
781,367.0,371.43726
782,564.0,406.4041
783,381.0,529.2784
784,384.0,469.92365
785,392.0,446.7065
786,288.0,439.2245
787,247.0,394.08392
788,272.0,356.29193
789,212.0,333.23962
790,175.0,303.89886
791,174.0,265.95065
792,180.0,234.8549
793,182.0,230.69826
794,231.0,239.89314
795,253.0,270.87674
796,552.0,303.60144
797,328.0,471.2157
798,278.0,456.66846
799,301.0,386.6857
