,true_step1,true_step2,true_step3,true_step4,true_step5,true_step6,true_step7,true_step8,true_step9,true_step10,pred_step1,pred_step2,pred_step3,pred_step4,pred_step5,pred_step6,pred_step7,pred_step8,pred_step9,pred_step10
1506,0.0,0.0,0.0,0.0,0.0,0.0,37.362667,188.405,374.60834,552.7633,0.0,0.0,0.0,0.0,0.0,0.0,29.618053,185.02112,356.75806,512.6186
1507,0.0,0.0,0.0,0.0,0.0,37.362667,188.405,374.60834,552.7633,710.82,0.0,0.0,0.0,0.0,0.0,27.01022,200.72234,365.32343,539.7966,667.7347
1508,0.0,0.0,0.0,0.0,37.362667,188.405,374.60834,552.7633,710.82,831.50165,0.0,0.0,0.0,0.0,24.900404,203.54245,377.19885,547.95123,685.8147,787.46204
1509,0.0,0.0,0.0,37.362667,188.405,374.60834,552.7633,710.82,831.50165,897.13336,0.0,0.0,0.0,36.572964,198.17935,376.1944,546.1192,691.3725,797.47473,841.568
1510,0.0,0.0,37.362667,188.405,374.60834,552.7633,710.82,831.50165,897.13336,904.35,0.0,0.0,35.687466,212.79828,378.00732,552.7808,693.72815,813.09784,861.28595,845.0973
1511,0.0,37.362667,188.405,374.60834,552.7633,710.82,831.50165,897.13336,904.35,857.13336,0.0,32.140564,209.73964,400.17065,567.70087,714.42523,827.256,887.1055,874.6622,826.59467
1512,37.362667,188.405,374.60834,552.7633,710.82,831.50165,897.13336,904.35,857.13336,750.20667,44.4563,202.6037,389.97488,582.9582,726.0769,849.0015,896.761,888.5312,842.5226,744.297
1513,188.405,374.60834,552.7633,710.82,831.50165,897.13336,904.35,857.13336,750.20667,608.8383,179.39035,359.71674,550.58356,714.64764,839.7723,899.2857,881.76215,832.354,743.06494,596.66
1514,374.60834,552.7633,710.82,831.50165,897.13336,904.35,857.13336,750.20667,608.8383,438.12668,359.00778,537.88226,696.7542,827.89667,894.10284,884.8759,830.56744,726.95905,592.2745,422.0257
1515,552.7633,710.82,831.50165,897.13336,904.35,857.13336,750.20667,608.8383,438.12668,261.58,527.7849,677.2863,808.0746,868.7555,870.13293,831.728,731.6715,575.40814,423.51724,246.20352
1516,710.82,831.50165,897.13336,904.35,857.13336,750.20667,608.8383,438.12668,261.58,92.18,682.1077,808.7264,880.6755,865.80646,824.4537,738.1559,592.3639,415.32056,250.07697,92.28102
1517,831.50165,897.13336,904.35,857.13336,750.20667,608.8383,438.12668,261.58,92.18,2.2496667,816.4891,889.1781,893.21027,836.3292,737.4058,597.5552,434.8064,244.69934,89.67271,0.0
1518,897.13336,904.35,857.13336,750.20667,608.8383,438.12668,261.58,92.18,2.2496667,0.0,886.2754,892.9068,861.6911,752.4198,597.0886,433.22107,264.33218,87.35396,0.0,0.0
1519,904.35,857.13336,750.20667,608.8383,438.12668,261.58,92.18,2.2496667,0.0,0.0,894.7472,859.3018,776.5198,622.17566,439.74292,259.55704,102.99063,0.0,0.0,0.0
1520,857.13336,750.20667,608.8383,438.12668,261.58,92.18,2.2496667,0.0,0.0,0.0,864.2791,769.0751,635.8435,464.8091,265.70667,91.83829,0.0,0.0,0.0,0.0
1521,750.20667,608.8383,438.12668,261.58,92.18,2.2496667,0.0,0.0,0.0,0.0,766.6653,619.0984,466.43826,290.02106,100.429504,0.0,0.0,0.0,0.0,0.0
1522,608.8383,438.12668,261.58,92.18,2.2496667,0.0,0.0,0.0,0.0,0.0,616.88153,450.4966,286.75333,123.78937,0.0,0.0,0.0,0.0,0.0,0.0
1523,438.12668,261.58,92.18,2.2496667,0.0,0.0,0.0,0.0,0.0,0.0,449.69928,264.2217,105.356865,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1524,261.58,92.18,2.2496667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,245.4233,77.77171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1525,92.18,2.2496667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.34382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1526,2.2496667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.994,210.65167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.975355,175.41472
1529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.994,210.65167,396.13666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.131706,201.58589,353.97488
1530,0.0,0.0,0.0,0.0,0.0,0.0,40.994,210.65167,396.13666,571.645,0.0,0.0,0.0,0.0,0.0,0.0,54.27075,202.93279,374.94177,527.2609
1531,0.0,0.0,0.0,0.0,0.0,40.994,210.65167,396.13666,571.645,723.49335,0.0,0.0,0.0,0.0,0.0,45.01496,216.29274,377.7636,551.74554,674.0122
1532,0.0,0.0,0.0,0.0,40.994,210.65167,396.13666,571.645,723.49335,837.20667,0.0,0.0,0.0,0.0,44.360657,222.80191,397.4386,566.1374,701.7926,796.46515
1533,0.0,0.0,0.0,40.994,210.65167,396.13666,571.645,723.49335,837.20667,894.73334,0.0,0.0,0.0,53.22782,215.04126,395.04553,565.5288,706.4616,810.5211,850.2202
1534,0.0,0.0,40.994,210.65167,396.13666,571.645,723.49335,837.20667,894.73334,890.48334,0.0,0.0,50.4838,225.56668,395.7475,573.9357,714.792,829.95636,878.20087,854.8277
1535,0.0,40.994,210.65167,396.13666,571.645,723.49335,837.20667,894.73334,890.48334,844.63336,0.0,42.326344,219.11166,411.74393,585.34106,733.2975,844.9994,901.1009,886.8693,833.8603
1536,40.994,210.65167,396.13666,571.645,723.49335,837.20667,894.73334,890.48334,844.63336,746.12164,49.67283,210.2821,399.49728,594.7971,742.42523,862.21594,908.87555,894.40186,849.4573,749.01025
1537,210.65167,396.13666,571.645,723.49335,837.20667,894.73334,890.48334,844.63336,746.12164,597.87,190.18144,373.65506,566.3808,732.4793,861.5719,919.2101,898.49194,845.10834,755.309,609.74054
1538,396.13666,571.645,723.49335,837.20667,894.73334,890.48334,844.63336,746.12164,597.87,424.985,383.88437,566.16394,727.1545,860.51434,929.93005,914.9041,858.4936,748.6304,614.60077,445.02325
1539,571.645,723.49335,837.20667,894.73334,890.48334,844.63336,746.12164,597.87,424.985,262.35165,551.28046,702.4788,834.6493,895.0355,896.4886,851.37646,750.2394,589.8682,441.42725,266.38025
1540,723.49335,837.20667,894.73334,890.48334,844.63336,746.12164,597.87,424.985,262.35165,94.598,708.3147,832.0743,901.74603,884.5466,840.82385,746.3906,600.5642,419.58588,261.58932,108.76412
1541,837.20667,894.73334,890.48334,844.63336,746.12164,597.87,424.985,262.35165,94.598,2.5018334,836.4389,903.8855,905.3437,846.43207,745.0253,601.9918,439.9339,248.69179,101.5917,0.0
1542,894.73334,890.48334,844.63336,746.12164,597.87,424.985,262.35165,94.598,2.5018334,0.0,900.2487,901.47577,867.41626,759.53595,603.3892,440.65344,271.34796,96.68473,0.0,0.0
1543,890.48334,844.63336,746.12164,597.87,424.985,262.35165,94.598,2.5018334,0.0,0.0,901.8953,861.8453,778.4608,627.8964,448.10345,269.5812,113.82442,0.0,0.0,0.0
1544,844.63336,746.12164,597.87,424.985,262.35165,94.598,2.5018334,0.0,0.0,0.0,861.1563,763.70044,634.12024,469.13205,273.8417,104.07128,0.0,0.0,0.0,0.0
1545,746.12164,597.87,424.985,262.35165,94.598,2.5018334,0.0,0.0,0.0,0.0,758.7918,611.22516,462.26233,294.3503,109.73216,0.0,0.0,0.0,0.0,0.0
1546,597.87,424.985,262.35165,94.598,2.5018334,0.0,0.0,0.0,0.0,0.0,612.7573,448.70532,289.6447,134.34744,0.0,0.0,0.0,0.0,0.0,0.0
1547,424.985,262.35165,94.598,2.5018334,0.0,0.0,0.0,0.0,0.0,0.0,443.93045,264.47485,112.441986,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1548,262.35165,94.598,2.5018334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,239.70433,80.364075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1549,94.598,2.5018334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.49816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1550,2.5018334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.6035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.6035,198.04834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.630197,156.9166
1553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.6035,198.04834,390.49667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.450975,179.7406,337.02176
1554,0.0,0.0,0.0,0.0,0.0,0.0,33.6035,198.04834,390.49667,564.355,0.0,0.0,0.0,0.0,0.0,0.0,31.718641,184.25919,355.50858,513.08154
1555,0.0,0.0,0.0,0.0,0.0,33.6035,198.04834,390.49667,564.355,720.91833,0.0,0.0,0.0,0.0,0.0,24.929613,198.32755,363.1355,538.84827,665.10864
