,true_step1,pred_step1
182,348.0,2.0
183,318.0,2.0
184,319.0,2.0
185,337.0,2.0
186,389.0,2.0
187,549.0,2.0
188,962.0,2.0
189,641.0,2.0
190,369.0,2.0
191,338.0,2.0
192,326.0,2.0
193,324.0,2.0
194,459.0,2.0
195,400.0,2.0
196,490.0,2.0
197,973.0,2.0
198,511.0,2.0
199,515.0,2.0
200,401.0,2.0
201,402.0,2.0
202,308.0,2.0
203,299.0,2.0
204,699.0,2.0
205,407.0,2.0
206,1191.0,2.0
207,457.0,2.0
208,1199.0,2.0
209,1110.0,2.0
210,1076.0,2.0
211,1119.0,2.0
212,773.0,2.0
213,1127.0,2.0
214,826.0,2.0
215,426.0,2.0
216,564.0,2.0
217,644.0,2.0
218,345.0,2.0
219,426.0,2.0
220,366.0,2.0
221,350.0,2.0
222,551.0,2.0
223,491.0,2.0
224,458.0,2.0
225,417.0,2.0
226,488.0,2.0
227,484.0,2.0
228,537.0,2.0
229,482.0,2.0
230,427.0,2.0
231,457.0,2.0
232,417.0,2.0
233,1013.0,2.0
234,1013.0,2.0
235,693.0,2.0
236,371.0,2.0
237,328.0,2.0
238,303.0,2.0
239,351.0,2.0
240,291.0,2.0
241,278.0,2.0
242,263.0,2.0
243,403.0,2.0
244,271.0,2.0
245,293.0,2.0
246,337.0,2.0
247,294.0,2.0
248,298.0,2.0
249,288.0,2.0
250,300.0,2.0
251,359.0,2.0
252,435.0,2.0
253,362.0,2.0
254,242.0,2.0
255,190.0,2.0
256,171.0,2.0
257,180.0,2.0
258,156.0,2.0
259,128.0,2.0
260,110.0,2.0
261,90.0,2.0
262,89.0,2.0
263,106.0,2.0
264,113.0,2.0
265,192.0,2.0
266,175.0,2.0
267,154.0,2.0
268,92.0,2.0
269,66.0,2.0
270,72.0,2.0
271,72.0,2.0
272,79.0,2.0
273,94.0,2.0
274,100.0,2.0
275,117.0,2.0
276,135.0,2.0
277,158.0,2.0
278,167.0,2.0
279,185.0,2.0
280,193.0,2.0
281,194.0,2.0
282,207.0,2.0
283,206.0,2.0
284,221.0,2.0
285,236.0,2.0
286,201.0,2.0
287,175.0,2.0
288,145.0,2.0
289,121.0,2.0
290,124.0,2.0
291,148.0,2.0
292,140.0,2.0
293,158.0,2.0
294,176.0,2.0
295,142.0,2.0
296,149.0,2.0
297,149.0,2.0
298,151.0,2.0
299,167.0,2.0
300,138.0,2.0
301,145.0,2.0
302,182.0,2.0
303,187.0,2.0
304,302.0,2.0
305,940.0,2.0
306,364.0,2.0
307,337.0,2.0
308,299.0,2.0
309,316.0,2.0
310,211.0,2.0
311,179.0,2.0
312,164.0,2.0
313,154.0,2.0
314,157.0,2.0
315,184.0,2.0
316,233.0,2.0
317,335.0,2.0
318,417.0,2.0
319,361.0,2.0
320,353.0,2.0
321,334.0,2.0
322,933.0,2.0
323,962.0,2.0
324,1053.0,2.0
325,1018.0,2.0
326,915.0,2.0
327,947.0,2.0
328,918.0,2.0
329,998.0,2.0
330,998.0,2.0
331,951.0,2.0
332,959.0,2.0
333,923.0,2.0
334,970.0,2.0
335,538.0,2.0
336,1000.0,2.0
337,633.0,2.0
338,335.0,2.0
339,326.0,2.0
340,282.0,2.0
341,341.0,2.0
342,295.0,2.0
343,278.0,2.0
344,941.0,2.0
345,959.0,2.0
346,885.0,2.0
347,445.0,2.0
348,274.0,2.0
349,296.0,2.0
350,215.0,2.0
351,153.0,2.0
352,216.0,2.0
353,179.0,2.0
354,161.0,2.0
355,198.0,2.0
356,208.0,2.0
357,221.0,2.0
358,205.0,2.0
359,218.0,2.0
360,206.0,2.0
361,355.0,2.0
362,181.0,2.0
363,319.0,2.0
364,514.0,2.0
365,155.0,2.0
366,178.0,2.0
367,144.0,2.0
368,126.0,2.0
369,129.0,2.0
370,101.0,2.0
371,80.0,2.0
372,62.0,2.0
373,52.0,2.0
374,46.0,2.0
375,39.0,2.0
376,31.0,2.0
377,27.0,2.0
378,19.0,2.0
379,20.0,2.0
380,22.0,2.0
381,17.0,2.0
382,14.0,2.0
383,11.0,2.0
384,7.0,2.0
385,5.0,2.0
386,3.0,2.0
387,2.0,2.0
388,2.0,2.0
389,75.0,2.0
390,88.0,2.0
391,98.0,2.0
392,117.0,2.0
393,111.0,2.0
394,88.0,2.0
395,92.0,2.0
396,122.0,2.0
397,191.0,2.0
398,222.0,2.0
399,214.0,2.0
400,367.0,2.0
401,369.0,2.0
402,356.0,2.0
403,489.0,2.0
404,494.0,2.0
405,542.0,2.0
406,506.0,2.0
407,479.0,2.0
408,547.0,2.0
409,590.0,2.0
410,442.0,2.0
411,644.0,2.0
412,596.0,2.0
413,592.0,2.0
414,658.0,2.0
415,659.0,2.0
416,543.0,2.0
417,682.0,2.0
418,767.0,2.0
419,450.0,2.0
420,449.0,2.0
421,508.0,2.0
422,464.0,2.0
423,736.0,2.0
424,684.0,2.0
425,675.0,2.0
426,467.0,2.0
427,493.0,2.0
428,443.0,2.0
429,554.0,2.0
430,517.0,2.0
431,447.0,2.0
432,894.0,2.0
433,789.0,2.0
434,836.0,2.0
435,893.0,2.0
436,874.0,2.0
437,308.0,2.0
438,407.0,2.0
439,898.0,2.0
440,913.0,2.0
441,959.0,2.0
442,866.0,2.0
443,486.0,2.0
444,473.0,2.0
445,378.0,2.0
446,356.0,2.0
447,296.0,2.0
448,290.0,2.0
449,289.0,2.0
450,331.0,2.0
451,477.0,2.0
452,873.0,2.0
453,1034.0,2.0
454,998.0,2.0
455,577.0,2.0
456,946.0,2.0
457,343.0,2.0
458,524.0,2.0
459,894.0,2.0
460,869.0,2.0
461,865.0,2.0
462,310.0,2.0
463,725.0,2.0
464,329.0,2.0
465,253.0,2.0
466,800.0,2.0
467,860.0,2.0
468,293.0,2.0
469,273.0,2.0
470,274.0,2.0
471,819.0,2.0
472,767.0,2.0
473,744.0,2.0
474,744.0,2.0
475,731.0,2.0
476,706.0,2.0
477,682.0,2.0
478,670.0,2.0
479,639.0,2.0
480,433.0,2.0
481,566.0,2.0
482,180.0,2.0
483,609.0,2.0
484,591.0,2.0
485,524.0,2.0
486,551.0,2.0
487,544.0,2.0
488,542.0,2.0
489,531.0,2.0
490,477.0,2.0
491,510.0,2.0
492,492.0,2.0
493,479.0,2.0
494,459.0,2.0
495,439.0,2.0
496,422.0,2.0
497,411.0,2.0
498,382.0,2.0
499,347.0,2.0
500,317.0,2.0
501,308.0,2.0
502,301.0,2.0
503,275.0,2.0
504,246.0,2.0
505,217.0,2.0
506,205.0,2.0
507,127.0,2.0
508,114.0,2.0
509,50.0,2.0
510,64.0,2.0
511,78.0,2.0
512,77.0,2.0
513,87.0,2.0
514,82.0,2.0
515,94.0,2.0
516,110.0,2.0
517,108.0,2.0
518,115.0,2.0
519,130.0,2.0
520,111.0,2.0
521,110.0,2.0
522,112.0,2.0
523,103.0,2.0
524,88.0,2.0
525,91.0,2.0
526,109.0,2.0
527,102.0,2.0
528,89.0,2.0
529,87.0,2.0
530,85.0,2.0
531,90.0,2.0
532,99.0,2.0
533,108.0,2.0
534,112.0,2.0
535,114.0,2.0
536,120.0,2.0
537,131.0,2.0
538,147.0,2.0
539,161.0,2.0
540,164.0,2.0
541,178.0,2.0
542,176.0,2.0
543,170.0,2.0
544,163.0,2.0
545,156.0,2.0
546,164.0,2.0
547,155.0,2.0
548,163.0,2.0
549,173.0,2.0
550,180.0,2.0
551,187.0,2.0
552,188.0,2.0
553,167.0,2.0
554,163.0,2.0
555,153.0,2.0
556,138.0,2.0
557,138.0,2.0
558,148.0,2.0
559,150.0,2.0
560,146.0,2.0
561,153.0,2.0
562,148.0,2.0
563,136.0,2.0
564,126.0,2.0
565,121.0,2.0
566,137.0,2.0
567,136.0,2.0
568,149.0,2.0
569,167.0,2.0
570,181.0,2.0
571,168.0,2.0
572,140.0,2.0
573,126.0,2.0
574,125.0,2.0
575,132.0,2.0
576,157.0,2.0
577,171.0,2.0
578,161.0,2.0
579,159.0,2.0
580,168.0,2.0
581,247.0,2.0
582,259.0,2.0
583,236.0,2.0
584,226.0,2.0
585,252.0,2.0
586,243.0,2.0
587,205.0,2.0
588,174.0,2.0
589,180.0,2.0
590,175.0,2.0
591,169.0,2.0
592,153.0,2.0
593,154.0,2.0
594,136.0,2.0
595,186.0,2.0
596,189.0,2.0
597,172.0,2.0
598,166.0,2.0
599,141.0,2.0
600,163.0,2.0
601,179.0,2.0
602,136.0,2.0
603,109.0,2.0
604,91.0,2.0
605,92.0,2.0
606,103.0,2.0
607,119.0,2.0
608,121.0,2.0
609,122.0,2.0
610,111.0,2.0
611,93.0,2.0
612,81.0,2.0
613,96.0,2.0
614,82.0,2.0
615,66.0,2.0
616,73.0,2.0
617,84.0,2.0
618,100.0,2.0
619,77.0,2.0
620,89.0,2.0
621,83.0,2.0
622,81.0,2.0
623,52.0,2.0
624,37.0,2.0
625,40.0,2.0
626,22.0,2.0
627,18.0,2.0
628,9.0,2.0
629,33.0,2.0
630,33.0,2.0
631,34.0,2.0
632,36.0,2.0
633,50.0,2.0
634,58.0,2.0
635,74.0,2.0
636,93.0,2.0
637,89.0,2.0
638,76.0,2.0
639,60.0,2.0
640,45.0,2.0
641,43.0,2.0
642,46.0,2.0
643,57.0,2.0
644,68.0,2.0
645,77.0,2.0
646,76.0,2.0
647,79.0,2.0
648,77.0,2.0
649,62.0,2.0
650,47.0,2.0
651,46.0,2.0
652,47.0,2.0
653,43.0,2.0
654,58.0,2.0
655,72.0,2.0
656,76.0,2.0
657,89.0,2.0
658,73.0,2.0
659,57.0,2.0
660,51.0,2.0
661,59.0,2.0
662,71.0,2.0
663,72.0,2.0
664,68.0,2.0
665,66.0,2.0
666,79.0,2.0
667,77.0,2.0
668,74.0,2.0
669,82.0,2.0
670,73.0,2.0
671,87.0,2.0
672,117.0,2.0
673,122.0,2.0
674,110.0,2.0
675,116.0,2.0
676,97.0,2.0
677,83.0,2.0
678,67.0,2.0
679,80.0,2.0
680,121.0,2.0
681,103.0,2.0
682,123.0,2.0
683,142.0,2.0
684,160.0,2.0
685,163.0,2.0
686,134.0,2.0
687,103.0,2.0
688,89.0,2.0
689,117.0,2.0
690,108.0,2.0
691,104.0,2.0
692,115.0,2.0
693,122.0,2.0
694,124.0,2.0
695,111.0,2.0
696,81.0,2.0
697,111.0,2.0
698,100.0,2.0
699,90.0,2.0
700,109.0,2.0
701,99.0,2.0
702,185.0,2.0
703,164.0,2.0
704,146.0,2.0
705,182.0,2.0
706,163.0,2.0
707,144.0,2.0
708,125.0,2.0
709,109.0,2.0
710,129.0,2.0
711,166.0,2.0
712,129.0,2.0
713,122.0,2.0
714,98.0,2.0
715,86.0,2.0
716,78.0,2.0
717,74.0,2.0
718,65.0,2.0
719,47.0,2.0
720,40.0,2.0
721,40.0,2.0
722,50.0,2.0
723,46.0,2.0
724,43.0,2.0
725,39.0,2.0
726,47.0,2.0
727,44.0,2.0
728,38.0,2.0
729,36.0,2.0
730,45.0,2.0
731,51.0,2.0
732,65.0,2.0
733,82.0,2.0
734,85.0,2.0
735,80.0,2.0
736,74.0,2.0
737,66.0,2.0
738,74.0,2.0
739,74.0,2.0
740,70.0,2.0
741,62.0,2.0
742,52.0,2.0
743,39.0,2.0
744,36.0,2.0
745,27.0,2.0
746,18.0,2.0
747,18.0,2.0
748,18.0,2.0
749,112.0,2.0
750,139.0,2.0
751,177.0,2.0
752,137.0,2.0
753,128.0,2.0
754,116.0,2.0
755,106.0,2.0
756,108.0,2.0
757,122.0,2.0
758,127.0,2.0
759,127.0,2.0
760,148.0,2.0
761,195.0,2.0
762,204.0,2.0
763,212.0,2.0
764,245.0,2.0
765,253.0,2.0
766,680.0,2.0
767,255.0,2.0
768,330.0,2.0
769,396.0,2.0
770,402.0,2.0
771,558.0,2.0
772,334.0,2.0
773,254.0,2.0
774,248.0,2.0
775,270.0,2.0
776,309.0,2.0
777,532.0,2.0
778,305.0,2.0
779,287.0,2.0
780,338.0,2.0
781,367.0,2.0
782,564.0,2.0
783,381.0,2.0
784,384.0,2.0
785,392.0,2.0
786,288.0,2.0
787,247.0,2.0
788,272.0,2.0
789,212.0,2.0
790,175.0,2.0
791,174.0,2.0
792,180.0,2.0
793,182.0,2.0
794,231.0,2.0
795,253.0,2.0
796,552.0,2.0
797,328.0,2.0
798,278.0,2.0
799,301.0,2.0
