all_samples_flattening_rmse,M_step_rmse
494.55463,
,395.20828
,425.1242
,451.86557
,471.72046
,471.4147
,456.9198
,471.8868
,477.3352
,483.55862
,479.17514
,481.8795
,489.50974
,493.11185
,485.46985
,510.36124
,487.2862
,525.8537
,531.0954
,521.53845
,539.5188
,526.47046
,530.0609
,556.3122
,568.8213
