all_samples_flattening_rmse,M_step_rmse
285.37625,
,158.54723
,184.06021
,195.23787
,204.37836
,217.97931
,229.82246
,245.287
,248.9736
,261.4077
,272.5771
,283.58298
,278.98438
,277.1364
,298.36615
,329.33456
,333.30548
,324.88174
,330.25146
,339.2367
,349.11255
,353.23315
,331.5093
,337.26395
,326.9567
