,true_step1,true_step2,true_step3,true_step4,true_step5,true_step6,pred_step1,pred_step2,pred_step3,pred_step4,pred_step5,pred_step6
0,228.0,261.0,283.0,292.0,377.0,379.0,400.9185,388.06583,364.63574,366.83734,359.40076,328.30267
1,261.0,283.0,292.0,377.0,379.0,315.0,318.5779,306.2724,322.54306,350.8148,315.56778,283.88495
2,283.0,292.0,377.0,379.0,315.0,233.0,279.22775,304.86646,326.25568,321.488,283.78683,262.69824
3,292.0,377.0,379.0,315.0,233.0,198.0,293.87286,325.08313,306.76303,290.56537,263.61438,235.50098
4,377.0,379.0,315.0,233.0,198.0,197.0,318.91367,297.5465,274.5978,268.7018,231.8221,223.08339
5,379.0,315.0,233.0,198.0,197.0,226.0,331.66837,298.3527,278.58606,258.93228,236.73836,227.98915
6,315.0,233.0,198.0,197.0,226.0,237.0,324.88675,294.3091,262.457,263.1496,236.05928,218.22768
7,233.0,198.0,197.0,226.0,237.0,200.0,299.88855,264.94058,252.05756,265.39133,236.08835,212.16695
8,198.0,197.0,226.0,237.0,200.0,201.0,241.73784,234.66556,235.4436,252.01222,227.37512,201.18721
9,197.0,226.0,237.0,200.0,201.0,193.0,214.96973,225.22678,226.69568,242.9026,214.80104,190.73268
10,226.0,237.0,200.0,201.0,193.0,217.0,206.84074,219.73648,214.65634,230.56595,200.20532,151.41896
11,237.0,200.0,201.0,193.0,217.0,203.0,221.1711,220.98207,209.17789,224.53119,167.85393,142.1497
12,200.0,201.0,193.0,217.0,203.0,287.0,230.68263,218.52066,209.81117,195.97266,160.51338,141.83705
13,201.0,193.0,217.0,203.0,287.0,155.0,206.73824,196.81738,170.88728,180.72021,147.6318,133.09332
14,193.0,217.0,203.0,287.0,155.0,164.0,192.83162,164.75587,159.85597,168.49724,147.76212,118.62263
15,217.0,203.0,287.0,155.0,164.0,149.0,161.46498,152.26834,148.58067,168.23206,129.05653,81.8255
16,203.0,287.0,155.0,164.0,149.0,136.0,174.56337,165.45638,165.32573,164.99136,101.02779,103.07756
17,287.0,155.0,164.0,149.0,136.0,138.0,177.02852,172.59743,157.18054,138.7043,116.6758,114.66317
18,155.0,164.0,149.0,136.0,138.0,123.0,224.46602,196.67876,156.12968,171.34492,143.18112,121.218506
19,164.0,149.0,136.0,138.0,123.0,103.0,168.11003,127.71614,143.73035,166.63557,130.03275,108.35178
20,149.0,136.0,138.0,123.0,103.0,80.0,127.12381,130.24109,154.15982,164.31866,125.45736,115.2605
21,136.0,138.0,123.0,103.0,80.0,72.0,139.8462,150.01859,158.27509,160.07857,131.27773,117.75057
22,138.0,123.0,103.0,80.0,72.0,65.0,144.76314,146.52754,153.362,169.22604,127.171486,110.00339
23,123.0,103.0,80.0,72.0,65.0,71.0,138.26219,144.50757,154.7787,163.47337,120.2912,118.00671
24,103.0,80.0,72.0,65.0,71.0,137.0,123.7121,132.58414,143.76889,153.20065,112.67603,118.375984
25,80.0,72.0,65.0,71.0,137.0,154.0,110.58231,120.62615,134.70395,147.87636,115.50071,115.51942
26,72.0,65.0,71.0,137.0,154.0,168.0,94.16755,108.733665,129.42897,151.23212,116.93292,115.44804
27,65.0,71.0,137.0,154.0,168.0,187.0,85.61569,101.63828,132.88472,151.75061,116.72989,114.466034
28,71.0,137.0,154.0,168.0,187.0,206.0,81.56621,107.69444,136.32744,155.61954,118.068535,119.121056
29,137.0,154.0,168.0,187.0,206.0,231.0,97.59517,119.629684,145.61977,163.32234,123.311356,121.78431
30,154.0,168.0,187.0,206.0,231.0,255.0,158.09045,164.54384,176.48784,195.9373,151.18695,176.79568
31,168.0,187.0,206.0,231.0,255.0,275.0,197.9419,199.34018,206.20735,230.5469,205.04596,227.95415
32,187.0,206.0,231.0,255.0,275.0,300.0,221.68196,221.31665,230.24991,273.58813,251.47437,260.61923
33,206.0,231.0,255.0,275.0,300.0,332.0,234.66626,246.59976,276.2845,306.85934,280.68094,285.51395
34,231.0,255.0,275.0,300.0,332.0,353.0,257.5609,295.1626,321.71548,334.54346,301.86542,289.9689
35,255.0,275.0,300.0,332.0,353.0,379.0,300.62332,334.3807,351.01263,359.33066,308.09842,292.41385
36,275.0,300.0,332.0,353.0,379.0,394.0,331.98007,357.2005,367.02655,368.95096,319.26935,301.5341
37,300.0,332.0,353.0,379.0,394.0,428.0,348.71054,372.73206,366.53363,367.6115,331.9674,303.7198
38,332.0,353.0,379.0,394.0,428.0,443.0,358.2987,374.58643,374.27667,376.51483,342.06226,316.9311
39,353.0,379.0,394.0,428.0,443.0,469.0,369.25378,384.68723,390.29758,386.30582,362.2771,334.77527
40,379.0,394.0,428.0,443.0,469.0,493.0,383.2795,412.6523,409.9111,411.21484,381.61417,361.50803
41,394.0,428.0,443.0,469.0,493.0,502.0,414.60968,437.5661,439.08636,437.26492,405.4226,388.6057
42,428.0,443.0,469.0,493.0,502.0,522.0,428.08862,457.70624,452.47208,456.291,423.4431,399.73242
43,443.0,469.0,493.0,502.0,522.0,541.0,452.56805,485.59158,480.8885,475.8187,440.89917,405.35062
44,469.0,493.0,502.0,522.0,541.0,555.0,470.13226,502.78192,500.28674,481.09354,444.58902,417.44534
45,493.0,502.0,522.0,541.0,555.0,580.0,487.8791,524.3049,516.8672,484.5519,461.5934,435.78647
46,502.0,522.0,541.0,555.0,580.0,625.0,497.69266,539.9506,521.52,495.0917,480.17035,447.21884
47,522.0,541.0,555.0,580.0,625.0,614.0,507.1207,540.081,526.2477,510.8002,488.0928,468.63275
48,541.0,555.0,580.0,625.0,614.0,600.0,503.27838,549.066,534.624,519.08527,506.66895,502.30487
49,555.0,580.0,625.0,614.0,600.0,636.0,516.6356,575.1192,545.03595,535.5681,540.347,527.9398
50,580.0,625.0,614.0,600.0,636.0,614.0,542.2083,580.45526,556.72235,562.99634,567.6105,535.55005
51,625.0,614.0,600.0,636.0,614.0,629.0,544.61163,585.21136,575.1824,579.5614,568.55084,526.2185
52,614.0,600.0,636.0,614.0,629.0,647.0,566.5751,604.6521,590.58954,568.1007,554.5334,518.4064
53,600.0,636.0,614.0,629.0,647.0,664.0,578.9547,595.67944,564.0788,539.55054,530.3711,518.1194
54,636.0,614.0,629.0,647.0,664.0,674.0,583.6253,604.59216,575.0924,558.39996,551.16315,540.6173
55,614.0,629.0,647.0,664.0,674.0,677.0,604.4988,626.83264,596.647,582.59357,577.2345,568.25903
56,629.0,647.0,664.0,674.0,677.0,705.0,609.91296,637.82135,608.2478,599.79816,599.8181,588.32294
57,647.0,664.0,674.0,677.0,705.0,723.0,625.6088,654.92126,627.6222,623.53723,621.9542,609.1743
58,664.0,674.0,677.0,705.0,723.0,736.0,639.92926,672.8255,648.05707,642.8171,641.6654,632.78253
59,674.0,677.0,705.0,723.0,736.0,758.0,659.4171,692.8206,666.1974,663.4152,664.3904,654.6834
60,677.0,705.0,723.0,736.0,758.0,761.0,677.36865,709.55396,683.0847,685.19965,684.8683,672.93756
61,705.0,723.0,736.0,758.0,761.0,784.0,689.1622,722.0576,699.5471,702.7327,700.39435,690.4326
62,723.0,736.0,758.0,761.0,784.0,789.0,705.70056,740.153,717.49176,718.77563,717.7,706.53723
63,736.0,758.0,761.0,784.0,789.0,199.0,722.5942,756.0746,730.0772,733.00854,731.54663,714.0278
64,758.0,761.0,784.0,789.0,199.0,864.0,737.5123,765.19543,741.16223,742.33777,736.92523,715.77
65,761.0,784.0,789.0,199.0,864.0,788.0,746.93555,772.0306,746.3007,743.6295,735.37024,717.2214
66,784.0,789.0,199.0,864.0,788.0,877.0,754.38666,777.40814,748.4275,745.5283,738.9257,724.19995
67,789.0,199.0,864.0,788.0,877.0,877.0,765.7514,784.6462,753.48804,752.1352,746.03125,733.81824
68,199.0,864.0,788.0,877.0,877.0,886.0,772.2715,789.9757,759.1698,760.03613,755.00037,741.58813
69,864.0,788.0,877.0,877.0,886.0,884.0,576.74316,632.7188,655.8625,702.68585,717.3441,696.6851
70,788.0,877.0,877.0,886.0,884.0,909.0,717.33057,761.3903,768.2063,763.1416,738.17224,730.8538
71,877.0,877.0,886.0,884.0,909.0,920.0,763.2787,810.4621,772.9329,750.45776,749.446,738.98
72,877.0,886.0,884.0,909.0,920.0,913.0,821.0863,817.1172,765.8999,760.765,760.25415,739.55194
73,886.0,884.0,909.0,920.0,913.0,936.0,816.41425,795.99524,768.3046,769.9422,757.3027,733.62964
74,884.0,909.0,920.0,913.0,936.0,987.0,802.5679,812.90045,784.50824,780.28906,759.9311,756.0785
75,909.0,920.0,913.0,936.0,987.0,980.0,813.1622,826.1154,791.39215,779.9413,779.2094,766.36334
76,920.0,913.0,936.0,987.0,980.0,426.0,829.68,830.90576,785.71936,796.2996,789.20404,783.0216
77,913.0,936.0,987.0,980.0,426.0,1018.0,829.2857,821.147,798.04626,799.72675,802.2343,813.649
78,936.0,987.0,980.0,426.0,1018.0,954.0,820.26276,835.85114,801.998,815.4367,834.01843,832.9221
79,987.0,980.0,426.0,1018.0,954.0,619.0,840.5796,848.1272,816.02765,844.85614,854.09955,834.57764
80,980.0,426.0,1018.0,954.0,619.0,943.0,855.9814,863.6559,846.41077,860.26105,855.2011,850.1179
81,426.0,1018.0,954.0,619.0,943.0,958.0,862.5765,884.7794,856.7733,855.7635,869.3729,853.9507
82,1018.0,954.0,619.0,943.0,958.0,381.0,736.6387,778.20966,782.36536,841.8801,849.23926,821.43024
83,954.0,619.0,943.0,958.0,381.0,1053.0,834.687,856.6174,864.9729,870.85986,838.6339,825.85583
84,619.0,943.0,958.0,381.0,1053.0,356.0,851.95905,906.3131,856.9982,840.473,829.25916,802.4032
85,943.0,958.0,381.0,1053.0,356.0,239.0,804.962,822.916,794.1962,817.3407,816.1863,813.4418
86,958.0,381.0,1053.0,356.0,239.0,295.0,834.094,834.57227,827.6971,826.075,828.9244,791.7912
87,381.0,1053.0,356.0,239.0,295.0,309.0,833.56885,867.2455,821.9163,837.2235,804.5488,776.728
88,1053.0,356.0,239.0,295.0,309.0,820.0,696.14655,729.5109,750.37354,767.0014,771.1782,748.85895
89,356.0,239.0,295.0,309.0,820.0,969.0,806.90393,839.6369,807.86255,798.6812,762.9826,748.2454
90,239.0,295.0,309.0,820.0,969.0,816.0,674.65875,718.0519,707.15424,732.20575,729.4391,717.3303
91,295.0,309.0,820.0,969.0,816.0,945.0,534.74176,594.721,640.14417,689.6628,688.02295,668.19934
92,309.0,820.0,969.0,816.0,945.0,927.0,493.87897,584.9859,634.5542,673.4936,654.31146,617.44696
93,820.0,969.0,816.0,945.0,927.0,938.0,500.24124,594.845,641.5828,649.68823,609.2645,591.1511
94,969.0,816.0,945.0,927.0,938.0,883.0,692.79895,749.8841,728.7046,657.6032,637.07385,605.79803
95,816.0,945.0,927.0,938.0,883.0,962.0,818.1927,786.43225,688.9249,654.2253,602.9293,577.9548
96,945.0,927.0,938.0,883.0,962.0,925.0,767.4083,685.48694,632.20074,605.4855,578.68256,582.2247
97,927.0,938.0,883.0,962.0,925.0,905.0,728.7603,683.4142,622.0508,615.0487,605.7503,595.2381
98,938.0,883.0,962.0,925.0,905.0,893.0,735.6434,688.65454,633.9556,655.08075,633.34265,665.9539
99,883.0,962.0,925.0,905.0,893.0,868.0,725.96735,696.49927,668.0807,669.8534,695.4633,725.0012
100,962.0,925.0,905.0,893.0,868.0,865.0,714.38574,714.843,667.5674,725.5089,746.8264,770.16785
101,925.0,905.0,893.0,868.0,865.0,887.0,765.2688,733.77856,733.3734,780.051,789.5871,857.4539
102,905.0,893.0,868.0,865.0,887.0,268.0,752.7106,778.10333,766.436,801.80457,861.045,904.63556
103,893.0,868.0,865.0,887.0,268.0,866.0,795.51764,807.19434,782.14417,862.1289,904.2105,878.7057
104,868.0,865.0,887.0,268.0,866.0,592.0,803.561,797.3162,837.7503,891.83765,891.6168,899.5402
105,865.0,887.0,268.0,866.0,592.0,850.0,781.94214,846.5748,856.56555,859.021,897.6859,858.4556
106,887.0,268.0,866.0,592.0,850.0,869.0,837.91016,868.54254,822.7886,879.1461,842.8429,790.4807
107,268.0,866.0,592.0,850.0,869.0,472.0,841.5675,829.12897,831.5362,822.957,789.46936,775.40375
108,866.0,592.0,850.0,869.0,472.0,869.0,619.01953,702.0809,685.1643,726.33887,741.36194,722.27466
109,592.0,850.0,869.0,472.0,869.0,363.0,764.6366,760.46436,741.69037,761.6777,724.45764,700.1119
110,850.0,869.0,472.0,869.0,363.0,214.0,677.34406,714.4526,710.47125,711.30273,693.1298,641.1507
111,869.0,472.0,869.0,363.0,214.0,356.0,753.1283,765.36475,713.8208,695.568,644.33545,597.2344
112,472.0,869.0,363.0,214.0,356.0,275.0,799.57214,757.66364,703.67474,664.63,589.739,558.0775
113,869.0,363.0,214.0,356.0,275.0,713.0,665.4619,673.3321,618.35767,596.37573,563.9766,567.3978
114,363.0,214.0,356.0,275.0,713.0,211.0,729.67334,693.8762,633.2615,611.5063,566.5478,581.7243
115,214.0,356.0,275.0,713.0,211.0,166.0,574.1082,576.3844,563.83374,582.8293,569.77313,581.1999
116,356.0,275.0,713.0,211.0,166.0,150.0,446.36908,477.95847,524.6361,565.0486,556.5556,583.0207
117,275.0,713.0,211.0,166.0,150.0,162.0,460.26212,527.29803,566.13184,585.4386,569.96594,561.6601
118,713.0,211.0,166.0,150.0,162.0,163.0,446.18008,523.1013,536.1014,568.04407,529.9912,505.00006
119,211.0,166.0,150.0,162.0,163.0,195.0,602.53705,613.9218,605.29614,566.76227,511.45758,486.83524
120,166.0,150.0,162.0,163.0,195.0,164.0,466.20905,492.16425,472.46536,483.53564,448.91714,405.24316
121,150.0,162.0,163.0,195.0,164.0,220.0,366.0455,365.22372,399.9092,430.55228,365.23636,334.04144
122,162.0,163.0,195.0,164.0,220.0,266.0,264.51358,312.38818,349.61053,359.07578,306.63098,275.98697
123,163.0,195.0,164.0,220.0,266.0,330.0,239.55472,292.49457,283.20865,299.8785,243.70146,204.84082
124,195.0,164.0,220.0,266.0,330.0,333.0,230.6572,226.30466,233.09346,236.9513,181.7517,193.20284
125,164.0,220.0,266.0,330.0,333.0,276.0,197.29857,201.1817,185.13524,188.74612,179.18199,156.29948
126,220.0,266.0,330.0,333.0,276.0,556.0,174.60701,157.08888,134.5582,192.77211,142.5501,126.18936
127,266.0,330.0,333.0,276.0,556.0,300.0,167.61346,135.29344,159.45833,178.63498,145.5379,130.75688
128,330.0,333.0,276.0,556.0,300.0,391.0,170.58821,178.32721,155.8536,184.38554,148.80472,126.118904
129,333.0,276.0,556.0,300.0,391.0,543.0,245.30595,197.20857,176.15204,202.79265,163.87375,167.3913
130,276.0,556.0,300.0,391.0,543.0,325.0,233.11728,200.25029,177.47966,219.30597,192.66212,149.82869
131,556.0,300.0,391.0,543.0,325.0,257.0,226.6315,202.99728,173.01291,251.58945,182.05362,152.11627
132,300.0,391.0,543.0,325.0,257.0,217.0,347.5373,288.8705,285.481,293.27008,217.06648,199.02332
133,391.0,543.0,325.0,257.0,217.0,404.0,287.45483,288.69907,236.63799,256.89648,222.0116,179.94212
134,543.0,325.0,257.0,217.0,404.0,177.0,347.41373,278.26724,246.2515,288.8464,218.46425,165.61687
135,325.0,257.0,217.0,404.0,177.0,152.0,354.96616,302.27463,288.20654,278.87958,205.39153,148.40274
136,257.0,217.0,404.0,177.0,152.0,90.0,295.78473,282.323,231.3284,230.48384,164.46658,138.73018
137,217.0,404.0,177.0,152.0,90.0,68.0,256.4154,210.01479,191.75201,198.12572,147.52107,114.1232
138,404.0,177.0,152.0,90.0,68.0,50.0,172.1345,170.60347,158.99425,168.35107,132.67525,115.73157
139,177.0,152.0,90.0,68.0,50.0,28.0,245.56648,216.58333,197.83476,199.17706,159.70932,140.03688
140,152.0,90.0,68.0,50.0,28.0,12.0,162.9318,161.68987,168.73195,186.18315,160.31502,124.978676
141,90.0,68.0,50.0,28.0,12.0,7.0,128.14738,132.35898,155.65541,184.07684,145.80403,107.44364
142,68.0,50.0,28.0,12.0,7.0,6.0,72.65757,107.54519,147.65912,164.20724,117.12959,93.06156
143,50.0,28.0,12.0,7.0,6.0,6.0,55.265213,108.10813,123.1232,133.44463,93.16711,73.64726
144,28.0,12.0,7.0,6.0,6.0,38.0,43.32294,69.32802,87.97845,110.05619,56.41622,44.81698
145,12.0,7.0,6.0,6.0,38.0,37.0,3.2286136,34.58929,70.172325,80.06398,21.818377,33.038143
146,7.0,6.0,6.0,38.0,37.0,43.0,2.0,21.892797,39.603577,51.08668,5.1953325,24.635761
147,6.0,6.0,38.0,37.0,43.0,50.0,2.0,13.239971,28.099304,50.78412,8.809385,36.91552
148,6.0,38.0,37.0,43.0,50.0,70.0,2.0,2.8171551,33.519516,61.344044,19.147726,35.300995
149,38.0,37.0,43.0,50.0,70.0,74.0,2.0,12.744931,47.99943,85.81581,25.60878,79.06445
150,37.0,43.0,50.0,70.0,74.0,82.0,27.028036,45.290455,77.01029,109.42087,76.57813,142.9661
151,43.0,50.0,70.0,74.0,82.0,106.0,69.745926,94.79366,96.54104,176.49258,149.61765,189.93321
152,50.0,70.0,74.0,82.0,106.0,114.0,116.13998,114.39373,157.4923,252.67767,200.25052,232.55713
153,70.0,74.0,82.0,106.0,114.0,123.0,121.01455,153.98267,215.6697,282.24738,236.44562,255.7487
154,74.0,82.0,106.0,114.0,123.0,121.0,164.60287,216.04204,259.83838,306.821,252.78217,240.78894
155,82.0,106.0,114.0,123.0,121.0,130.0,189.438,222.68083,267.39722,306.42667,227.54973,183.39276
156,106.0,114.0,123.0,121.0,130.0,129.0,186.29031,223.1838,253.13165,277.95175,184.27019,156.70287
157,114.0,123.0,121.0,130.0,129.0,116.0,205.85803,233.95251,236.29709,236.91962,172.9299,150.50851
158,123.0,121.0,130.0,129.0,116.0,118.0,194.14503,209.1275,197.49002,208.68993,169.19249,138.31793
159,121.0,130.0,129.0,116.0,118.0,134.0,173.36795,163.72491,172.93213,190.7557,167.94821,137.2588
160,130.0,129.0,116.0,118.0,134.0,137.0,136.02005,156.8375,171.23865,189.0863,181.57402,156.01039
161,129.0,116.0,118.0,134.0,137.0,152.0,148.00658,172.55022,183.85191,205.24875,206.74287,181.4538
162,116.0,118.0,134.0,137.0,152.0,166.0,160.00577,186.71194,207.60025,233.60219,228.65259,201.79387
163,118.0,134.0,137.0,152.0,166.0,171.0,156.00447,196.68112,217.38332,236.44525,228.42407,192.21822
164,134.0,137.0,152.0,166.0,171.0,163.0,170.05748,213.49707,240.66754,240.64514,226.0978,202.46733
165,137.0,152.0,166.0,171.0,163.0,184.0,192.3667,243.15067,263.3789,245.37836,243.5917,217.86664
166,152.0,166.0,171.0,163.0,184.0,210.0,203.54228,258.92377,270.22656,258.23645,262.43982,226.8085
167,166.0,171.0,163.0,184.0,210.0,224.0,217.07396,262.61578,277.9909,275.4327,268.5675,247.95515
168,171.0,163.0,184.0,210.0,224.0,265.0,220.81987,280.20898,291.86932,285.18463,286.0507,286.0932
169,163.0,184.0,210.0,224.0,265.0,266.0,234.00792,304.2349,300.40564,295.57495,313.02988,314.17612
170,184.0,210.0,224.0,265.0,266.0,264.0,243.6582,294.73553,298.4241,310.1436,328.63794,305.32822
171,210.0,224.0,265.0,266.0,264.0,287.0,236.43726,288.04373,308.03036,321.6576,314.4133,282.9575
172,224.0,265.0,266.0,264.0,287.0,300.0,247.10612,291.08325,310.84433,289.3005,285.39285,265.98364
173,265.0,266.0,264.0,287.0,300.0,303.0,257.31885,269.79227,263.01862,234.0122,247.36311,244.02763
174,266.0,264.0,287.0,300.0,303.0,307.0,290.12213,302.8633,293.55,267.003,278.6986,274.771
175,264.0,287.0,300.0,303.0,307.0,346.0,302.52274,318.15836,311.9248,286.96823,299.8655,293.70932
176,287.0,300.0,303.0,307.0,346.0,357.0,306.01724,324.99222,320.2724,300.70428,312.52594,300.45187
177,300.0,303.0,307.0,346.0,357.0,348.0,324.64276,344.4874,341.345,320.50778,325.803,315.3101
178,303.0,307.0,346.0,357.0,348.0,318.0,340.74847,360.3007,355.0248,332.47137,337.2224,327.12756
179,307.0,346.0,357.0,348.0,318.0,319.0,346.5018,366.57953,358.33224,339.76828,345.9928,332.08163
180,346.0,357.0,348.0,318.0,319.0,337.0,350.6582,371.20947,365.23083,348.61557,353.52127,338.39392
181,357.0,348.0,318.0,319.0,337.0,389.0,366.62564,387.2631,381.8794,362.63525,365.969,350.8415
182,348.0,318.0,319.0,337.0,389.0,549.0,381.51907,402.7077,394.64633,375.28772,379.36545,358.90735
183,318.0,319.0,337.0,389.0,549.0,962.0,379.19543,400.4177,395.00882,380.51953,381.51035,356.32336
184,319.0,337.0,389.0,549.0,962.0,641.0,363.06766,388.26654,389.1823,377.36057,375.1346,351.1739
185,337.0,389.0,549.0,962.0,641.0,369.0,360.6488,391.28006,392.0334,377.50702,375.84854,350.80228
186,389.0,549.0,962.0,641.0,369.0,338.0,367.26492,397.81372,393.06506,378.28595,376.33533,353.1847
187,549.0,962.0,641.0,369.0,338.0,326.0,392.52625,417.19098,407.48608,389.43002,387.7364,366.60605
188,962.0,641.0,369.0,338.0,326.0,324.0,465.2395,476.04865,450.2377,421.90057,417.2399,401.19955
189,641.0,369.0,338.0,326.0,324.0,459.0,622.7979,590.57007,527.0812,471.40573,454.35977,452.61456
190,369.0,338.0,326.0,324.0,459.0,400.0,577.1525,545.584,486.39783,464.20526,473.8838,450.6241
191,338.0,326.0,324.0,459.0,400.0,490.0,455.11703,446.06995,447.50272,468.7104,467.80014,436.30634
192,326.0,324.0,459.0,400.0,490.0,973.0,387.75436,427.4149,465.428,469.4116,455.70447,441.31287
193,324.0,459.0,400.0,490.0,973.0,511.0,377.32648,454.3115,465.56058,456.77908,459.36237,450.2518
194,459.0,400.0,490.0,973.0,511.0,515.0,397.7439,449.15863,446.7293,451.64142,464.21332,456.26645
195,400.0,490.0,973.0,511.0,515.0,401.0,455.69806,476.49744,479.99075,480.29974,491.38568,492.77594
196,490.0,973.0,511.0,515.0,401.0,402.0,442.82156,469.16006,482.5266,487.891,512.47906,517.8339
197,973.0,511.0,515.0,401.0,402.0,308.0,475.9709,508.83646,521.0527,533.42053,555.0784,540.7696
198,511.0,515.0,401.0,402.0,308.0,299.0,659.745,662.12134,639.23773,613.48254,603.7177,583.617
199,515.0,401.0,402.0,308.0,299.0,699.0,581.78296,596.7272,581.39594,584.17126,589.9656,559.3128
200,401.0,402.0,308.0,299.0,699.0,407.0,563.3482,578.2661,586.33386,599.06665,587.0617,531.5615
201,402.0,308.0,299.0,699.0,407.0,1191.0,506.0226,548.0891,564.44006,574.57544,539.28345,495.02347
202,308.0,299.0,699.0,407.0,1191.0,457.0,486.1978,544.8022,552.5657,533.57776,509.3842,481.76733
203,299.0,699.0,407.0,1191.0,457.0,1199.0,452.91315,499.0945,492.62875,491.03622,482.76248,466.60938
204,699.0,407.0,1191.0,457.0,1199.0,1110.0,422.16754,439.7769,454.07895,465.97003,468.62192,464.44302
205,407.0,1191.0,457.0,1199.0,1110.0,1076.0,552.9903,560.382,552.2358,520.60706,526.19977,506.08496
206,1191.0,457.0,1199.0,1110.0,1076.0,1119.0,499.52124,500.63882,485.61786,498.74713,499.16718,494.9466
207,457.0,1199.0,1110.0,1076.0,1119.0,773.0,713.1062,658.02844,621.9971,555.4969,549.2697,559.7017
208,1199.0,1110.0,1076.0,1119.0,773.0,1127.0,568.05414,560.131,509.9501,522.94476,563.76605,548.64374
209,1110.0,1076.0,1119.0,773.0,1127.0,826.0,731.0014,654.644,624.309,609.3553,604.76874,571.3715
210,1076.0,1119.0,773.0,1127.0,826.0,426.0,754.3405,715.9144,658.7448,634.21173,612.74316,597.7916
211,1119.0,773.0,1127.0,826.0,426.0,564.0,792.3525,754.60443,683.5016,653.9719,658.08746,659.22723
212,773.0,1127.0,826.0,426.0,564.0,644.0,828.6501,769.7168,698.07745,696.5284,699.44214,721.6883
213,1127.0,826.0,426.0,564.0,644.0,345.0,743.0777,713.27167,688.74243,727.91223,763.0709,801.21466
214,826.0,426.0,564.0,644.0,345.0,426.0,793.6494,777.16473,765.15216,788.0243,831.84705,848.9501
215,426.0,564.0,644.0,345.0,426.0,366.0,760.6917,774.14185,761.7026,821.6612,848.9383,872.12195
216,564.0,644.0,345.0,426.0,366.0,350.0,659.9951,697.65924,752.1595,798.91583,870.23474,865.4677
217,644.0,345.0,426.0,366.0,350.0,551.0,654.9426,739.63214,780.32056,835.7957,857.05023,836.188
218,345.0,426.0,366.0,350.0,551.0,491.0,717.5576,795.8586,823.5428,836.53784,847.7744,796.0877
219,426.0,366.0,350.0,551.0,491.0,458.0,650.2059,735.5052,762.22473,791.743,773.89246,731.6212
220,366.0,350.0,551.0,491.0,458.0,417.0,654.42487,720.1602,756.523,749.7806,729.04315,687.2331
221,350.0,551.0,491.0,458.0,417.0,488.0,612.0719,689.103,699.7928,704.79645,663.68317,582.9046
222,551.0,491.0,458.0,417.0,488.0,484.0,584.7828,640.24915,657.30505,637.95154,574.7779,530.68634
223,491.0,458.0,417.0,488.0,484.0,537.0,628.28,657.5285,647.9198,584.7345,533.4681,450.04193
224,458.0,417.0,488.0,484.0,537.0,482.0,612.7435,604.6852,556.6105,521.1054,436.68207,432.53247
225,417.0,488.0,484.0,537.0,482.0,427.0,555.064,520.4545,500.14835,435.728,425.80438,412.38272
226,488.0,484.0,537.0,482.0,427.0,457.0,475.20572,472.07208,413.55743,439.14734,402.6165,385.1675
227,484.0,537.0,482.0,427.0,457.0,417.0,488.68234,444.16364,454.13116,448.12476,424.57327,436.50195
228,537.0,482.0,427.0,457.0,417.0,1013.0,447.05573,476.5537,465.75986,466.01514,466.67593,484.8982
229,482.0,427.0,457.0,417.0,1013.0,1013.0,517.01215,509.08685,479.35547,505.7951,521.6457,535.61194
230,427.0,457.0,417.0,1013.0,1013.0,693.0,502.843,484.01294,501.20206,554.4477,548.2583,531.09705
231,457.0,417.0,1013.0,1013.0,693.0,371.0,449.83093,489.36148,507.05408,554.5114,547.37244,548.536
232,417.0,1013.0,1013.0,693.0,371.0,328.0,491.94012,516.35095,532.55457,573.1586,555.1783,551.9732
233,1013.0,1013.0,693.0,371.0,328.0,303.0,467.9807,508.15494,510.90552,545.3372,543.02155,528.6126
234,1013.0,693.0,371.0,328.0,303.0,351.0,658.84595,635.35345,577.73474,577.0904,550.49426,516.51416
235,693.0,371.0,328.0,303.0,351.0,291.0,722.5942,652.4001,571.2536,573.5802,531.745,527.25854
236,371.0,328.0,303.0,351.0,291.0,278.0,638.219,579.52594,525.38184,542.1562,551.3305,550.2688
237,328.0,303.0,351.0,291.0,278.0,263.0,502.0895,474.00165,465.9156,552.5692,552.4363,526.79565
238,303.0,351.0,291.0,278.0,263.0,403.0,411.43457,438.58127,493.03094,556.67645,537.6865,535.0299
239,351.0,291.0,278.0,263.0,403.0,271.0,379.23386,461.8595,495.99902,527.0842,523.57275,511.6524
240,291.0,278.0,263.0,403.0,271.0,293.0,442.72943,480.89453,484.0281,516.7921,490.3909,463.1212
241,278.0,263.0,403.0,271.0,293.0,337.0,428.778,439.27664,458.86966,471.5605,429.7428,409.0739
242,263.0,403.0,271.0,293.0,337.0,294.0,385.874,418.23297,421.4304,422.58536,381.68732,360.2499
243,403.0,271.0,293.0,337.0,294.0,298.0,370.54156,383.1698,382.43182,387.52545,340.6804,300.24017
244,271.0,293.0,337.0,294.0,298.0,288.0,403.62088,395.19916,391.1073,375.24408,309.75238,284.8105
245,293.0,337.0,294.0,298.0,288.0,300.0,350.2174,343.5568,329.33057,314.36853,270.39694,243.93854
246,337.0,294.0,298.0,288.0,300.0,359.0,329.87988,308.90436,281.98837,295.4984,234.58833,197.6607
247,294.0,298.0,288.0,300.0,359.0,435.0,321.99936,295.2488,270.26462,267.60162,208.93642,183.86214
248,298.0,288.0,300.0,359.0,435.0,362.0,290.23123,270.3219,235.56905,231.15323,189.7881,166.40714
