,true_step1,true_step2,true_step3,true_step4,true_step5,true_step6,pred_step1,pred_step2,pred_step3,pred_step4,pred_step5,pred_step6
779,287.0,338.0,367.0,564.0,381.0,384.0,390.01178,411.12097,400.4025,397.63824,414.47452,416.5616
780,338.0,367.0,564.0,381.0,384.0,392.0,339.70197,373.55704,386.80518,382.4008,407.44077,382.2962
781,367.0,564.0,381.0,384.0,392.0,288.0,348.91623,401.931,403.00494,403.69452,407.23712,398.67877
782,564.0,381.0,384.0,392.0,288.0,247.0,398.0863,435.19373,430.01685,409.395,419.74466,453.28378
783,381.0,384.0,392.0,288.0,247.0,272.0,504.3832,533.53204,492.6511,475.3507,513.6155,496.09503
784,384.0,392.0,288.0,247.0,272.0,212.0,457.95514,475.94943,461.13864,491.39426,501.92453,514.41986
785,392.0,288.0,247.0,272.0,212.0,175.0,417.25482,458.03046,483.14056,478.61578,520.1067,517.02136
786,288.0,247.0,272.0,212.0,175.0,174.0,425.5498,497.47015,483.92517,509.88797,531.55554,519.8803
787,247.0,272.0,212.0,175.0,174.0,180.0,413.79977,446.10342,474.01773,488.73123,496.654,515.8771
788,272.0,212.0,175.0,174.0,180.0,182.0,352.6188,421.23486,437.30298,443.39935,475.70145,468.21085
789,212.0,175.0,174.0,180.0,182.0,231.0,368.8757,424.0339,433.12842,452.6216,451.54114,445.75095
790,175.0,174.0,180.0,182.0,231.0,253.0,331.476,373.71695,403.59042,403.0093,411.50757,434.71924
791,174.0,180.0,182.0,231.0,253.0,552.0,273.46506,322.6526,326.6077,339.71866,372.88135,378.25485
792,180.0,182.0,231.0,253.0,552.0,328.0,246.83247,281.98413,292.26923,314.00366,333.11508,346.81268
793,182.0,231.0,253.0,552.0,328.0,278.0,225.69588,259.11316,268.64066,278.12354,300.5696,335.17697
794,231.0,253.0,552.0,328.0,278.0,301.0,222.93408,251.54222,244.40047,254.03636,294.34213,302.7362
795,253.0,552.0,328.0,278.0,301.0,349.0,251.39227,266.5105,253.23402,272.45578,286.43985,321.91888
796,552.0,328.0,278.0,301.0,349.0,362.0,275.15063,286.55676,277.94943,271.109,315.4092,355.7351
797,328.0,278.0,301.0,349.0,362.0,363.0,462.12668,498.99417,435.34143,432.75983,483.31326,508.8095
798,278.0,301.0,349.0,362.0,363.0,369.0,449.6768,440.59338,416.9237,456.73044,499.44864,578.8118
799,301.0,349.0,362.0,363.0,369.0,690.0,350.0395,381.38297,384.45673,427.51892,508.49487,553.5101
